GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JL0E001,JL0E002,JL0E003,NAME_M,JL0M001,JL0M002,JL0M003
"G3600330","2006-2010",,,"New York","36","Franklin County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, New York",39.0,37.0,41.1,"Franklin County, New York",0.4,0.5,0.5
"G3600350","2006-2010",,,"New York","36","Fulton County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, New York",42.0,41.4,42.7,"Fulton County, New York",0.3,0.6,0.5
"G3600370","2006-2010",,,"New York","36","Genesee County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Genesee County, New York",40.9,39.6,42.2,"Genesee County, New York",0.4,0.5,0.4
"G3600390","2006-2010",,,"New York","36","Greene County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, New York",42.9,41.0,44.5,"Greene County, New York",0.5,0.6,0.6
"G3600410","2006-2010",,,"New York","36","Hamilton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, New York",50.4,49.9,50.8,"Hamilton County, New York",0.3,0.4,0.4
"G3600430","2006-2010",,,"New York","36","Herkimer County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herkimer County, New York",42.2,40.9,43.0,"Herkimer County, New York",0.3,0.5,0.4
"G3600450","2006-2010",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, New York",32.6,31.1,35.1,"Jefferson County, New York",0.2,0.2,0.1
"G3600470","2006-2010",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, New York",34.1,32.3,35.7,"Kings County, New York",0.1,0.1,0.1
"G3600490","2006-2010",,,"New York","36","Lewis County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, New York",39.9,39.0,40.4,"Lewis County, New York",0.6,0.9,0.7
"G3600510","2006-2010",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, New York",38.9,38.0,39.9,"Livingston County, New York",0.4,0.5,0.5
"G3600530","2006-2010",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, New York",38.5,37.6,39.0,"Madison County, New York",0.3,0.5,0.5
"G3600550","2006-2010",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, New York",38.1,36.5,39.7,"Monroe County, New York",0.2,0.2,0.2
"G3600570","2006-2010",,,"New York","36","Montgomery County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, New York",40.6,38.2,42.0,"Montgomery County, New York",0.6,0.5,0.4
"G3600590","2006-2010",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nassau County, New York",40.7,39.1,42.4,"Nassau County, New York",0.2,0.1,0.2
"G3600610","2006-2010",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York County, New York",36.3,35.9,36.8,"New York County, New York",0.1,0.1,0.1
"G3600630","2006-2010",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niagara County, New York",41.2,40.0,42.5,"Niagara County, New York",0.2,0.3,0.3
"G3600650","2006-2010",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oneida County, New York",40.4,38.9,41.9,"Oneida County, New York",0.2,0.3,0.2
"G3600670","2006-2010",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Onondaga County, New York",38.3,36.9,39.4,"Onondaga County, New York",0.2,0.2,0.2
"G3600690","2006-2010",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario County, New York",41.6,40.3,42.8,"Ontario County, New York",0.4,0.5,0.3
"G3600710","2006-2010",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, New York",36.2,34.6,37.8,"Orange County, New York",0.1,0.2,0.2
"G3600730","2006-2010",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans County, New York",40.2,39.2,41.3,"Orleans County, New York",0.4,0.4,0.8
"G3600750","2006-2010",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oswego County, New York",38.0,37.1,38.7,"Oswego County, New York",0.3,0.4,0.4
"G3600770","2006-2010",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otsego County, New York",39.8,38.9,40.6,"Otsego County, New York",0.5,0.4,0.5
"G3600790","2006-2010",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",40.9,39.8,42.0,"Putnam County, New York",0.3,0.4,0.3
"G3600810","2006-2010",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Queens County, New York",37.1,35.5,38.7,"Queens County, New York",0.1,0.2,0.1
"G3600830","2006-2010",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rensselaer County, New York",39.1,37.7,40.2,"Rensselaer County, New York",0.2,0.3,0.3
"G3600850","2006-2010",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, New York",38.1,36.5,39.6,"Richmond County, New York",0.2,0.2,0.2
"G3600870","2006-2010",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockland County, New York",36.8,34.8,38.6,"Rockland County, New York",0.2,0.2,0.2
"G3600890","2006-2010",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Lawrence County, New York",36.9,35.0,38.6,"St. Lawrence County, New York",0.4,0.6,0.4
"G3600910","2006-2010",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saratoga County, New York",40.0,39.0,40.9,"Saratoga County, New York",0.2,0.2,0.3
"G3600930","2006-2010",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady County, New York",39.7,38.2,41.1,"Schenectady County, New York",0.3,0.4,0.4
"G3600950","2006-2010",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schoharie County, New York",41.3,40.6,42.0,"Schoharie County, New York",0.6,0.6,0.7
"G3600970","2006-2010",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, New York",42.5,41.3,43.9,"Schuyler County, New York",0.6,0.6,0.4
"G3600990","2006-2010",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seneca County, New York",40.5,38.7,42.7,"Seneca County, New York",0.5,0.7,0.4
"G3601010","2006-2010",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, New York",41.0,40.3,41.7,"Steuben County, New York",0.3,0.3,0.4
"G3601030","2006-2010",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk County, New York",39.2,38.0,40.5,"Suffolk County, New York",0.2,0.2,0.2
"G3601050","2006-2010",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New York",41.2,40.5,41.6,"Sullivan County, New York",0.3,0.5,0.3
"G3601070","2006-2010",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tioga County, New York",42.0,40.8,43.0,"Tioga County, New York",0.3,0.5,0.4
"G3601090","2006-2010",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tompkins County, New York",29.6,28.3,31.1,"Tompkins County, New York",0.1,0.3,0.3
"G3601110","2006-2010",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ulster County, New York",41.2,40.2,42.4,"Ulster County, New York",0.3,0.3,0.3
"G3601130","2006-2010",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New York",43.1,42.1,44.2,"Warren County, New York",0.2,0.4,0.3
"G3601150","2006-2010",,,"New York","36","Washington County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, New York",41.2,39.8,42.8,"Washington County, New York",0.3,0.4,0.4
"G3601170","2006-2010",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, New York",40.8,40.1,41.6,"Wayne County, New York",0.3,0.3,0.4
"G3601190","2006-2010",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westchester County, New York",39.7,37.8,41.2,"Westchester County, New York",0.1,0.2,0.2
"G3601210","2006-2010",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, New York",40.1,38.7,41.9,"Wyoming County, New York",0.4,0.4,0.5
"G3601230","2006-2010",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yates County, New York",39.9,39.2,40.3,"Yates County, New York",0.7,0.9,0.7
"G3700010","2006-2010",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamance County, North Carolina",38.0,37.2,38.8,"Alamance County, North Carolina",0.3,0.3,0.4
"G3700030","2006-2010",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, North Carolina",40.3,39.0,41.0,"Alexander County, North Carolina",0.5,0.8,0.6
"G3700050","2006-2010",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alleghany County, North Carolina",45.4,44.0,48.5,"Alleghany County, North Carolina",1.1,1.5,1.5
"G3700070","2006-2010",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anson County, North Carolina",40.0,38.4,42.2,"Anson County, North Carolina",0.8,0.5,1.1
"G3700090","2006-2010",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashe County, North Carolina",44.6,42.7,46.1,"Ashe County, North Carolina",0.3,0.8,0.4
"G3700110","2006-2010",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avery County, North Carolina",41.7,40.0,44.2,"Avery County, North Carolina",0.8,1.1,0.7
"G3700130","2006-2010",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County, North Carolina",43.5,41.6,44.6,"Beaufort County, North Carolina",0.4,0.6,0.4
"G3700150","2006-2010",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bertie County, North Carolina",43.3,40.1,44.9,"Bertie County, North Carolina",0.6,1.5,0.2
"G3700170","2006-2010",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bladen County, North Carolina",39.9,38.4,41.7,"Bladen County, North Carolina",0.5,0.8,1.1
"G3700190","2006-2010",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick County, North Carolina",46.6,45.5,47.7,"Brunswick County, North Carolina",0.3,0.2,0.4
"G3700210","2006-2010",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buncombe County, North Carolina",40.6,38.7,42.3,"Buncombe County, North Carolina",0.2,0.4,0.3
"G3700230","2006-2010",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Carolina",40.3,39.0,42.2,"Burke County, North Carolina",0.4,0.4,0.3
"G3700250","2006-2010",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabarrus County, North Carolina",36.3,35.2,37.3,"Cabarrus County, North Carolina",0.2,0.1,0.2
"G3700270","2006-2010",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",40.5,39.4,41.7,"Caldwell County, North Carolina",0.5,0.7,0.4
"G3700290","2006-2010",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, North Carolina",40.2,39.8,40.6,"Camden County, North Carolina",0.7,1.0,1.2
"G3700310","2006-2010",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carteret County, North Carolina",45.1,43.8,46.3,"Carteret County, North Carolina",0.3,0.4,0.5
"G3700330","2006-2010",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caswell County, North Carolina",42.8,41.2,44.3,"Caswell County, North Carolina",0.8,0.7,0.6
"G3700350","2006-2010",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catawba County, North Carolina",38.9,37.8,40.0,"Catawba County, North Carolina",0.3,0.3,0.4
"G3700370","2006-2010",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, North Carolina",42.7,41.6,43.9,"Chatham County, North Carolina",0.3,0.8,0.5
"G3700390","2006-2010",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, North Carolina",47.4,46.3,48.0,"Cherokee County, North Carolina",1.0,1.2,0.7
"G3700410","2006-2010",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chowan County, North Carolina",42.3,39.6,46.3,"Chowan County, North Carolina",0.8,1.3,1.5
"G3700430","2006-2010",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, North Carolina",49.1,46.1,50.6,"Clay County, North Carolina",0.7,2.1,1.6
"G3700450","2006-2010",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, North Carolina",39.8,38.4,40.9,"Cleveland County, North Carolina",0.4,0.6,0.4
"G3700470","2006-2010",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbus County, North Carolina",39.6,37.8,41.0,"Columbus County, North Carolina",0.3,0.7,0.6
"G3700490","2006-2010",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craven County, North Carolina",36.8,33.9,39.3,"Craven County, North Carolina",0.4,0.4,0.4
"G3700510","2006-2010",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, North Carolina",30.9,28.8,32.8,"Cumberland County, North Carolina",0.1,0.2,0.2
"G3700530","2006-2010",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Currituck County, North Carolina",40.6,40.5,40.8,"Currituck County, North Carolina",0.8,0.9,1.3
"G3700550","2006-2010",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dare County, North Carolina",43.0,41.4,44.4,"Dare County, North Carolina",0.5,0.8,0.4
"G3700570","2006-2010",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, North Carolina",39.5,38.2,40.5,"Davidson County, North Carolina",0.3,0.4,0.3
"G3700590","2006-2010",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davie County, North Carolina",41.7,41.1,42.4,"Davie County, North Carolina",0.5,0.7,0.6
"G3700610","2006-2010",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duplin County, North Carolina",37.0,35.4,38.5,"Duplin County, North Carolina",0.4,0.3,0.5
"G3700630","2006-2010",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durham County, North Carolina",33.2,32.1,34.2,"Durham County, North Carolina",0.2,0.2,0.2
"G3700650","2006-2010",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgecombe County, North Carolina",39.3,37.3,41.0,"Edgecombe County, North Carolina",0.6,1.3,0.6
"G3700670","2006-2010",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forsyth County, North Carolina",37.2,35.7,38.4,"Forsyth County, North Carolina",0.2,0.1,0.2
"G3700690","2006-2010",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, North Carolina",39.0,37.5,40.2,"Franklin County, North Carolina",0.6,0.5,0.5
"G3700710","2006-2010",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaston County, North Carolina",38.3,37.0,39.3,"Gaston County, North Carolina",0.2,0.3,0.3
"G3700730","2006-2010",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gates County, North Carolina",42.2,41.8,42.7,"Gates County, North Carolina",0.6,1.1,0.8
"G3700750","2006-2010",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graham County, North Carolina",42.1,41.5,42.6,"Graham County, North Carolina",0.6,1.3,1.1
"G3700770","2006-2010",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granville County, North Carolina",38.9,38.2,39.6,"Granville County, North Carolina",0.5,0.6,0.7
"G3700790","2006-2010",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, North Carolina",37.8,35.4,41.6,"Greene County, North Carolina",1.4,0.5,1.6
"G3700810","2006-2010",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guilford County, North Carolina",36.2,35.1,37.2,"Guilford County, North Carolina",0.2,0.1,0.2
"G3700830","2006-2010",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Halifax County, North Carolina",41.1,38.4,43.0,"Halifax County, North Carolina",0.5,0.7,0.4
"G3700850","2006-2010",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harnett County, North Carolina",33.7,32.9,34.6,"Harnett County, North Carolina",0.2,0.3,0.1
"G3700870","2006-2010",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haywood County, North Carolina",45.1,44.1,46.5,"Haywood County, North Carolina",0.2,0.5,0.7
"G3700890","2006-2010",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, North Carolina",44.9,42.5,46.7,"Henderson County, North Carolina",0.3,0.4,0.3
"G3700910","2006-2010",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hertford County, North Carolina",40.3,37.6,42.4,"Hertford County, North Carolina",0.5,1.5,0.8
"G3700930","2006-2010",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoke County, North Carolina",30.9,30.2,32.0,"Hoke County, North Carolina",0.3,0.2,0.4
"G3700950","2006-2010",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hyde County, North Carolina",40.6,38.2,46.5,"Hyde County, North Carolina",3.2,1.2,2.2
"G3700970","2006-2010",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iredell County, North Carolina",38.4,36.9,39.7,"Iredell County, North Carolina",0.2,0.3,0.4
"G3700990","2006-2010",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, North Carolina",36.6,35.1,38.7,"Jackson County, North Carolina",0.6,1.0,1.2
"G3701010","2006-2010",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnston County, North Carolina",36.0,35.0,37.3,"Johnston County, North Carolina",0.2,0.1,0.2
"G3701030","2006-2010",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, North Carolina",42.8,41.6,44.7,"Jones County, North Carolina",0.7,0.8,0.7
"G3701050","2006-2010",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, North Carolina",37.6,36.7,38.4,"Lee County, North Carolina",0.4,0.6,0.8
"G3701070","2006-2010",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lenoir County, North Carolina",40.6,38.9,42.3,"Lenoir County, North Carolina",0.3,0.7,0.5
"G3701090","2006-2010",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",40.4,39.3,41.1,"Lincoln County, North Carolina",0.4,0.5,0.4
"G3701110","2006-2010",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDowell County, North Carolina",41.0,39.1,43.1,"McDowell County, North Carolina",0.7,1.0,0.5
"G3701130","2006-2010",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, North Carolina",47.5,45.0,49.1,"Macon County, North Carolina",0.6,0.9,0.6
"G3701150","2006-2010",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, North Carolina",43.2,41.9,44.6,"Madison County, North Carolina",0.5,0.8,0.4
"G3701170","2006-2010",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, North Carolina",43.1,42.0,44.3,"Martin County, North Carolina",0.4,1.1,0.4
"G3701190","2006-2010",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mecklenburg County, North Carolina",33.8,32.9,34.7,"Mecklenburg County, North Carolina",0.2,0.2,0.1
"G3701210","2006-2010",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, North Carolina",44.9,42.8,46.4,"Mitchell County, North Carolina",0.3,1.5,1.2
"G3701230","2006-2010",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, North Carolina",39.5,38.9,39.9,"Montgomery County, North Carolina",0.7,1.0,1.0
"G3701250","2006-2010",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, North Carolina",44.7,43.0,46.1,"Moore County, North Carolina",0.2,0.4,0.4
"G3701270","2006-2010",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nash County, North Carolina",39.2,38.1,40.6,"Nash County, North Carolina",0.5,0.4,0.5
"G3701290","2006-2010",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Hanover County, North Carolina",37.2,35.7,38.7,"New Hanover County, North Carolina",0.2,0.2,0.3
"G3701310","2006-2010",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northampton County, North Carolina",44.5,41.9,46.9,"Northampton County, North Carolina",0.3,1.1,0.6
"G3701330","2006-2010",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Onslow County, North Carolina",25.5,23.8,29.0,"Onslow County, North Carolina",0.1,0.1,0.3
"G3701350","2006-2010",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, North Carolina",33.3,32.8,33.9,"Orange County, North Carolina",0.3,0.3,0.4
"G3701370","2006-2010",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pamlico County, North Carolina",47.6,46.7,49.5,"Pamlico County, North Carolina",0.5,1.5,0.5
"G3701390","2006-2010",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasquotank County, North Carolina",36.0,34.5,38.1,"Pasquotank County, North Carolina",0.6,0.6,0.6
"G3701410","2006-2010",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pender County, North Carolina",41.2,40.1,42.5,"Pender County, North Carolina",0.7,0.7,0.6
"G3701430","2006-2010",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perquimans County, North Carolina",46.3,45.6,47.1,"Perquimans County, North Carolina",0.8,0.9,0.7
"G3701450","2006-2010",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Person County, North Carolina",40.9,39.6,42.2,"Person County, North Carolina",0.6,0.8,0.7
"G3701470","2006-2010",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pitt County, North Carolina",30.9,30.0,31.9,"Pitt County, North Carolina",0.2,0.1,0.3
"G3701490","2006-2010",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, North Carolina",48.9,46.9,50.4,"Polk County, North Carolina",0.5,1.1,0.3
"G3701510","2006-2010",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, North Carolina",39.1,38.2,40.0,"Randolph County, North Carolina",0.2,0.3,0.3
"G3701530","2006-2010",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, North Carolina",38.3,36.2,40.1,"Richmond County, North Carolina",0.7,0.6,0.6
"G3701550","2006-2010",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robeson County, North Carolina",34.1,32.6,35.7,"Robeson County, North Carolina",0.3,0.4,0.2
