GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,LHT001,LHT002,LHT003,LHT004
"G4700430","2010","3","6","Tennessee","47","Dickson County","043",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Dickson County",19107,9180,4804,5123
"G4700450","2010","3","6","Tennessee","47","Dyer County","045",,,,,,,,,,,"20540","99999","999",,,,,,,,,,,,"Dyer County",15183,6129,3527,5527
"G4700470","2010","3","6","Tennessee","47","Fayette County","047",,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,"Fayette County",14505,8510,3403,2592
"G4700490","2010","3","6","Tennessee","47","Fentress County","049",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fentress County",7250,2852,2759,1639
"G4700510","2010","3","6","Tennessee","47","Franklin County","051",,,,,,,,,,,"46100","99999","999",,,,,,,,,,,,"Franklin County",16011,6918,5368,3725
"G4700530","2010","3","6","Tennessee","47","Gibson County","053",,,,,,,,,,,"26480","99999","297",,,,,,,,,,,,"Gibson County",19690,8068,5824,5798
"G4700550","2010","3","6","Tennessee","47","Giles County","055",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Giles County",11875,4914,3724,3237
"G4700570","2010","3","6","Tennessee","47","Grainger County","057",,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,"Grainger County",9029,3599,3703,1727
"G4700590","2010","3","6","Tennessee","47","Greene County","059",,,,,,,,,,,"24620","99999","999",,,,,,,,,,,,"Greene County",28018,11498,9338,7182
"G4700610","2010","3","6","Tennessee","47","Grundy County","061",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Grundy County",5405,1926,2377,1102
"G4700630","2010","3","6","Tennessee","47","Hamblen County","063",,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,"Hamblen County",24560,10248,6756,7556
"G4700650","2010","3","6","Tennessee","47","Hamilton County","065",,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,"Hamilton County",136682,59316,28612,48754
"G4700670","2010","3","6","Tennessee","47","Hancock County","067",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hancock County",2825,880,1277,668
"G4700690","2010","3","6","Tennessee","47","Hardeman County","069",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hardeman County",9301,3828,2906,2567
"G4700710","2010","3","6","Tennessee","47","Hardin County","071",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hardin County",10643,4044,3953,2646
"G4700730","2010","3","6","Tennessee","47","Hawkins County","073",,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,"Hawkins County",23343,9599,8075,5669
"G4700750","2010","3","6","Tennessee","47","Haywood County","075",,,,,,,,,,,"15140","99999","999",,,,,,,,,,,,"Haywood County",7459,2861,1734,2864
"G4700770","2010","3","6","Tennessee","47","Henderson County","077",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Henderson County",11224,4629,3791,2804
"G4700790","2010","3","6","Tennessee","47","Henry County","079",,,,,,,,,,,"37540","99999","999",,,,,,,,,,,,"Henry County",13604,5619,4499,3486
"G4700810","2010","3","6","Tennessee","47","Hickman County","081",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Hickman County",8976,4058,2866,2052
"G4700830","2010","3","6","Tennessee","47","Houston County","083",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Houston County",3349,1365,1179,805
"G4700850","2010","3","6","Tennessee","47","Humphreys County","085",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Humphreys County",7454,3062,2561,1831
"G4700870","2010","3","6","Tennessee","47","Jackson County","087",,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,"Jackson County",4789,1806,1913,1070
"G4700890","2010","3","6","Tennessee","47","Jefferson County","089",,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,"Jefferson County",19864,8898,6075,4891
"G4700910","2010","3","6","Tennessee","47","Johnson County","091",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Johnson County",7195,2607,2868,1720
"G4700930","2010","3","6","Tennessee","47","Knox County","093",,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,"Knox County",177249,81304,36108,59837
"G4700950","2010","3","6","Tennessee","47","Lake County","095",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lake County",2270,681,619,970
"G4700970","2010","3","6","Tennessee","47","Lauderdale County","097",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lauderdale County",9795,3693,2513,3589
"G4700990","2010","3","6","Tennessee","47","Lawrence County","099",,,,,,,,,,,"29980","99999","999",,,,,,,,,,,,"Lawrence County",16275,6765,5425,4085
"G4701010","2010","3","6","Tennessee","47","Lewis County","101",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lewis County",4781,1997,1663,1121
"G4701030","2010","3","6","Tennessee","47","Lincoln County","103",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lincoln County",13382,5898,4151,3333
"G4701050","2010","3","6","Tennessee","47","Loudon County","105",,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,"Loudon County",19826,9538,5997,4291
"G4701070","2010","3","6","Tennessee","47","McMinn County","107",,,,,,,,,,,"11940","99999","174",,,,,,,,,,,,"McMinn County",20865,8658,6567,5640
"G4701090","2010","3","6","Tennessee","47","McNairy County","109",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"McNairy County",10326,4143,3661,2522
"G4701110","2010","3","6","Tennessee","47","Macon County","111",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Macon County",8561,3463,2868,2230
"G4701130","2010","3","6","Tennessee","47","Madison County","113",,,,,,,,,,,"27180","99999","297",,,,,,,,,,,,"Madison County",38073,16719,8058,13296
"G4701150","2010","3","6","Tennessee","47","Marion County","115",,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,"Marion County",11403,4810,3943,2650
"G4701170","2010","3","6","Tennessee","47","Marshall County","117",,,,,,,,,,,"30280","99999","999",,,,,,,,,,,,"Marshall County",11850,5498,3063,3289
"G4701190","2010","3","6","Tennessee","47","Maury County","119",,,,,,,,,,,"17940","99999","400",,,,,,,,,,,,"Maury County",31663,15497,7316,8850
"G4701210","2010","3","6","Tennessee","47","Meigs County","121",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Meigs County",4686,1935,1782,969
"G4701230","2010","3","6","Tennessee","47","Monroe County","123",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Monroe County",17711,7574,5732,4405
"G4701250","2010","3","6","Tennessee","47","Montgomery County","125",,,,,,,,,,,"17300","99999","999",,,,,,,,,,,,"Montgomery County",63673,30811,8695,24167
"G4701270","2010","3","6","Tennessee","47","Moore County","127",,,,,,,,,,,"46100","99999","999",,,,,,,,,,,,"Moore County",2492,1119,962,411
"G4701290","2010","3","6","Tennessee","47","Morgan County","129",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Morgan County",7692,3159,2872,1661
"G4701310","2010","3","6","Tennessee","47","Obion County","131",,,,,,,,,,,"46460","99999","542",,,,,,,,,,,,"Obion County",13077,5018,3894,4165
"G4701330","2010","3","6","Tennessee","47","Overton County","133",,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,"Overton County",8820,3527,3366,1927
"G4701350","2010","3","6","Tennessee","47","Perry County","135",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Perry County",3160,1072,1471,617
"G4701370","2010","3","6","Tennessee","47","Pickett County","137",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pickett County",2177,887,901,389
"G4701390","2010","3","6","Tennessee","47","Polk County","139",,,,,,,,,,,"17420","99999","174",,,,,,,,,,,,"Polk County",6653,2550,2722,1381
"G4701410","2010","3","6","Tennessee","47","Putnam County","141",,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,"Putnam County",28930,10500,7435,10995
"G4701430","2010","3","6","Tennessee","47","Rhea County","143",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Rhea County",12276,4811,3903,3562
"G4701450","2010","3","6","Tennessee","47","Roane County","145",,,,,,,,,,,"25340","99999","314",,,,,,,,,,,,"Roane County",22376,9444,7385,5547
"G4701470","2010","3","6","Tennessee","47","Robertson County","147",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Robertson County",24197,13194,5102,5901
"G4701490","2010","3","6","Tennessee","47","Rutherford County","149",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Rutherford County",96232,52007,13442,30783
"G4701510","2010","3","6","Tennessee","47","Scott County","151",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Scott County",8671,3503,2914,2254
"G4701530","2010","3","6","Tennessee","47","Sequatchie County","153",,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,"Sequatchie County",5519,2328,1776,1415
"G4701550","2010","3","6","Tennessee","47","Sevier County","155",,,,,,,,,,,"42940","99999","314",,,,,,,,,,,,"Sevier County",35343,14848,9435,11060
"G4701570","2010","3","6","Tennessee","47","Shelby County","157",,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,"Shelby County",350971,162369,49647,138955
"G4701590","2010","3","6","Tennessee","47","Smith County","159",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Smith County",7410,3369,2298,1743
"G4701610","2010","3","6","Tennessee","47","Stewart County","161",,,,,,,,,,,"17300","99999","999",,,,,,,,,,,,"Stewart County",5386,2432,1726,1228
"G4701630","2010","3","6","Tennessee","47","Sullivan County","163",,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,"Sullivan County",66298,27606,20817,17875
"G4701650","2010","3","6","Tennessee","47","Sumner County","165",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Sumner County",60975,32883,12185,15907
"G4701670","2010","3","6","Tennessee","47","Tipton County","167",,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,"Tipton County",21617,11846,4250,5521
"G4701690","2010","3","6","Tennessee","47","Trousdale County","169",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Trousdale County",2976,1394,860,722
"G4701710","2010","3","6","Tennessee","47","Unicoi County","171",,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,"Unicoi County",7726,2714,2923,2089
"G4701730","2010","3","6","Tennessee","47","Union County","173",,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,"Union County",7391,3167,2578,1646
"G4701750","2010","3","6","Tennessee","47","Van Buren County","175",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Van Buren County",2246,941,915,390
"G4701770","2010","3","6","Tennessee","47","Warren County","177",,,,,,,,,,,"32660","99999","999",,,,,,,,,,,,"Warren County",15850,6291,4844,4715
"G4701790","2010","3","6","Tennessee","47","Washington County","179",,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,"Washington County",51322,21483,12487,17352
"G4701810","2010","3","6","Tennessee","47","Wayne County","181",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wayne County",6136,2496,2401,1239
"G4701830","2010","3","6","Tennessee","47","Weakley County","183",,,,,,,,,,,"32280","99999","542",,,,,,,,,,,,"Weakley County",13898,5204,3904,4790
"G4701850","2010","3","6","Tennessee","47","White County","185",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"White County",10272,4241,3650,2381
"G4701870","2010","3","6","Tennessee","47","Williamson County","187",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Williamson County",64886,40747,11970,12169
"G4701890","2010","3","6","Tennessee","47","Wilson County","189",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Wilson County",42563,24602,9128,8833
"G4800010","2010","3","7","Texas","48","Anderson County","001",,,,,,,,,,,"37300","99999","999",,,,,,,,,,,,"Anderson County",17218,6131,6301,4786
"G4800030","2010","3","7","Texas","48","Andrews County","003",,,,,,,,,,,"11380","99999","999",,,,,,,,,,,,"Andrews County",5259,1976,2044,1239
"G4800050","2010","3","7","Texas","48","Angelina County","005",,,,,,,,,,,"31260","99999","999",,,,,,,,,,,,"Angelina County",31090,10547,10795,9748
"G4800070","2010","3","7","Texas","48","Aransas County","007",,,,,,,,,,,"18580","99999","204",,,,,,,,,,,,"Aransas County",9795,3222,4104,2469
"G4800090","2010","3","7","Texas","48","Archer County","009",,,,,,,,,,,"48660","99999","999",,,,,,,,,,,,"Archer County",3538,1467,1433,638
"G4800110","2010","3","7","Texas","48","Armstrong County","011",,,,,,,,,,,"11100","99999","999",,,,,,,,,,,,"Armstrong County",751,276,343,132
"G4800130","2010","3","7","Texas","48","Atascosa County","013",,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,"Atascosa County",15246,5776,5783,3687
"G4800150","2010","3","7","Texas","48","Austin County","015",,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,"Austin County",10837,4297,3895,2645
"G4800170","2010","3","7","Texas","48","Bailey County","017",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Bailey County",2468,627,1019,822
"G4800190","2010","3","7","Texas","48","Bandera County","019",,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,"Bandera County",8564,3797,3361,1406
"G4800210","2010","3","7","Texas","48","Bastrop County","021",,,,,,,,,,,"12420","99999","126",,,,,,,,,,,,"Bastrop County",25840,12722,7194,5924
"G4800230","2010","3","7","Texas","48","Baylor County","023",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Baylor County",1669,375,816,478
"G4800250","2010","3","7","Texas","48","Bee County","025",,,,,,,,,,,"13300","99999","999",,,,,,,,,,,,"Bee County",9042,2544,3301,3197
"G4800270","2010","3","7","Texas","48","Bell County","027",,,,,,,,,,,"28660","99999","999",,,,,,,,,,,,"Bell County",114035,46007,17417,50611
"G4800290","2010","3","7","Texas","48","Bexar County","029",,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,"Bexar County",608931,259216,109422,240293
"G4800310","2010","3","7","Texas","48","Blanco County","031",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Blanco County",4309,1826,1601,882
"G4800330","2010","3","7","Texas","48","Borden County","033",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Borden County",264,49,124,91
"G4800350","2010","3","7","Texas","48","Bosque County","035",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Bosque County",7254,2631,2911,1712
"G4800370","2010","3","7","Texas","48","Bowie County","037",,,,,,,,,,,"45500","99999","999",,,,,,,,,,,,"Bowie County",34669,12380,10351,11938
"G4800390","2010","3","7","Texas","48","Brazoria County","039",,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,"Brazoria County",106589,53081,26396,27112
"G4800410","2010","3","7","Texas","48","Brazos County","041",,,,,,,,,,,"17780","99999","999",,,,,,,,,,,,"Brazos County",71739,21578,10835,39326
"G4800430","2010","3","7","Texas","48","Brewster County","043",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Brewster County",4207,1068,1485,1654
"G4800450","2010","3","7","Texas","48","Briscoe County","045",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Briscoe County",692,130,405,157
"G4800470","2010","3","7","Texas","48","Brooks County","047",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Brooks County",2642,443,1386,813
"G4800490","2010","3","7","Texas","48","Brown County","049",,,,,,,,,,,"15220","99999","999",,,,,,,,,,,,"Brown County",14778,5088,5364,4326
"G4800510","2010","3","7","Texas","48","Burleson County","051",,,,,,,,,,,"17780","99999","999",,,,,,,,,,,,"Burleson County",6822,2297,3093,1432
"G4800530","2010","3","7","Texas","48","Burnet County","053",,,,,,,,,,,"31920","99999","126",,,,,,,,,,,,"Burnet County",16511,6988,5360,4163
"G4800550","2010","3","7","Texas","48","Caldwell County","055",,,,,,,,,,,"12420","99999","126",,,,,,,,,,,,"Caldwell County",12301,4911,3650,3740
"G4800570","2010","3","7","Texas","48","Calhoun County","057",,,,,,,,,,,"47020","99999","999",,,,,,,,,,,,"Calhoun County",7766,2272,3253,2241
"G4800590","2010","3","7","Texas","48","Callahan County","059",,,,,,,,,,,"10180","99999","999",,,,,,,,,,,,"Callahan County",5447,1871,2416,1160
"G4800610","2010","3","7","Texas","48","Cameron County","061",,,,,,,,,,,"15180","99999","154",,,,,,,,,,,,"Cameron County",119631,40702,39710,39219
"G4800630","2010","3","7","Texas","48","Camp County","063",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Camp County",4678,1651,1609,1418
"G4800650","2010","3","7","Texas","48","Carson County","065",,,,,,,,,,,"11100","99999","999",,,,,,,,,,,,"Carson County",2452,994,1070,388
"G4800670","2010","3","7","Texas","48","Cass County","067",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cass County",12429,4216,5254,2959
"G4800690","2010","3","7","Texas","48","Castro County","069",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Castro County",2744,690,1169,885
"G4800710","2010","3","7","Texas","48","Chambers County","071",,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,"Chambers County",11952,6410,3780,1762
"G4800730","2010","3","7","Texas","48","Cherokee County","073",,,,,,,,,,,"27380","99999","540",,,,,,,,,,,,"Cherokee County",17894,6053,6908,4933
"G4800750","2010","3","7","Texas","48","Childress County","075",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Childress County",2326,747,913,666
"G4800770","2010","3","7","Texas","48","Clay County","077",,,,,,,,,,,"48660","99999","999",,,,,,,,,,,,"Clay County",4319,1665,1937,717
"G4800790","2010","3","7","Texas","48","Cochran County","079",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cochran County",1113,265,588,260
"G4800810","2010","3","7","Texas","48","Coke County","081",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Coke County",1466,389,779,298
"G4800830","2010","3","7","Texas","48","Coleman County","083",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Coleman County",3857,1082,1719,1056
"G4800850","2010","3","7","Texas","48","Collin County","085",,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,"Collin County",283759,160062,32981,90716
"G4800870","2010","3","7","Texas","48","Collingsworth County","087",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Collingsworth County",1179,331,586,262
"G4800890","2010","3","7","Texas","48","Colorado County","089",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Colorado County",8182,2500,3727,1955
"G4800910","2010","3","7","Texas","48","Comal County","091",,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,"Comal County",41363,21265,10449,9649
"G4800930","2010","3","7","Texas","48","Comanche County","093",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Comanche County",5580,1695,2566,1319
"G4800950","2010","3","7","Texas","48","Concho County","095",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Concho County",1041,289,497,255
"G4800970","2010","3","7","Texas","48","Cooke County","097",,,,,,,,,,,"23620","99999","206",,,,,,,,,,,,"Cooke County",14513,5371,4924,4218
"G4800990","2010","3","7","Texas","48","Coryell County","099",,,,,,,,,,,"28660","99999","999",,,,,,,,,,,,"Coryell County",22545,8388,4102,10055
"G4801010","2010","3","7","Texas","48","Cottle County","101",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cottle County",677,135,341,201
"G4801030","2010","3","7","Texas","48","Crane County","103",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Crane County",1471,469,718,284
"G4801050","2010","3","7","Texas","48","Crockett County","105",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Crockett County",1422,364,624,434
"G4801070","2010","3","7","Texas","48","Crosby County","107",,,,,,,,,,,"31180","99999","352",,,,,,,,,,,,"Crosby County",2237,617,933,687
"G4801090","2010","3","7","Texas","48","Culberson County","109",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Culberson County",908,278,356,274
"G4801110","2010","3","7","Texas","48","Dallam County","111",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dallam County",2448,782,694,972
"G4801130","2010","3","7","Texas","48","Dallas County","113",,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,"Dallas County",855960,330081,125660,400219
"G4801150","2010","3","7","Texas","48","Dawson County","115",,,,,,,,,,,"29500","99999","999",,,,,,,,,,,,"Dawson County",4385,1172,1992,1221
"G4801170","2010","3","7","Texas","48","Deaf Smith County","117",,,,,,,,,,,"25820","99999","999",,,,,,,,,,,,"Deaf Smith County",6365,2048,2073,2244
"G4801190","2010","3","7","Texas","48","Delta County","119",,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,"Delta County",2088,802,838,448
"G4801210","2010","3","7","Texas","48","Denton County","121",,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,"Denton County",240289,131705,25169,83415
"G4801230","2010","3","7","Texas","48","DeWitt County","123",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"DeWitt County",7407,2241,3307,1859
"G4801250","2010","3","7","Texas","48","Dickens County","125",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dickens County",930,215,486,229
"G4801270","2010","3","7","Texas","48","Dimmit County","127",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dimmit County",3421,791,1687,943
"G4801290","2010","3","7","Texas","48","Donley County","129",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Donley County",1517,408,695,414
"G4801310","2010","3","7","Texas","48","Duval County","131",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Duval County",4090,859,2313,918
"G4801330","2010","3","7","Texas","48","Eastland County","133",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Eastland County",7465,1974,3548,1943
"G4801350","2010","3","7","Texas","48","Ector County","135",,,,,,,,,,,"36220","99999","372",,,,,,,,,,,,"Ector County",48688,16168,16782,15738
"G4801370","2010","3","7","Texas","48","Edwards County","137",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Edwards County",839,228,451,160
"G4801390","2010","3","7","Texas","48","Ellis County","139",,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,"Ellis County",50503,27249,10333,12921
"G4801410","2010","3","7","Texas","48","El Paso County","141",,,,,,,,,,,"21340","99999","999",,,,,,,,,,,,"El Paso County",256557,105401,56294,94862
"G4801430","2010","3","7","Texas","48","Erath County","143",,,,,,,,,,,"44500","99999","999",,,,,,,,,,,,"Erath County",14569,4734,4134,5701
"G4801450","2010","3","7","Texas","48","Falls County","145",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Falls County",6302,1753,2714,1835
"G4801470","2010","3","7","Texas","48","Fannin County","147",,,,,,,,,,,"14300","99999","206",,,,,,,,,,,,"Fannin County",12149,4664,4326,3159
"G4801490","2010","3","7","Texas","48","Fayette County","149",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fayette County",10078,3277,4540,2261
"G4801510","2010","3","7","Texas","48","Fisher County","151",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fisher County",1668,430,819,419
"G4801530","2010","3","7","Texas","48","Floyd County","153",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Floyd County",2402,688,1077,637
"G4801550","2010","3","7","Texas","48","Foard County","155",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Foard County",573,165,277,131
"G4801570","2010","3","7","Texas","48","Fort Bend County","157",,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,"Fort Bend County",187384,118789,30960,37635
"G4801590","2010","3","7","Texas","48","Franklin County","159",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Franklin County",4159,1533,1604,1022
"G4801610","2010","3","7","Texas","48","Freestone County","161",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Freestone County",7259,2583,3065,1611
"G4801630","2010","3","7","Texas","48","Frio County","163",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Frio County",4854,1218,2069,1567
"G4801650","2010","3","7","Texas","48","Gaines County","165",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Gaines County",5606,1934,2390,1282
"G4801670","2010","3","7","Texas","48","Galveston County","167",,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,"Galveston County",108969,50304,24640,34025
"G4801690","2010","3","7","Texas","48","Garza County","169",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Garza County",1671,450,710,511
"G4801710","2010","3","7","Texas","48","Gillespie County","171",,,,,,,,,,,"23240","99999","999",,,,,,,,,,,,"Gillespie County",10572,3695,4274,2603
"G4801730","2010","3","7","Texas","48","Glasscock County","173",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Glasscock County",441,118,185,138
"G4801750","2010","3","7","Texas","48","Goliad County","175",,,,,,,,,,,"47020","99999","999",,,,,,,,,,,,"Goliad County",2868,914,1381,573
"G4801770","2010","3","7","Texas","48","Gonzales County","177",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Gonzales County",7120,1997,2846,2277
"G4801790","2010","3","7","Texas","48","Gray County","179",,,,,,,,,,,"37420","99999","999",,,,,,,,,,,,"Gray County",8443,2543,3732,2168
"G4801810","2010","3","7","Texas","48","Grayson County","181",,,,,,,,,,,"43300","99999","206",,,,,,,,,,,,"Grayson County",46905,18635,13910,14360
"G4801830","2010","3","7","Texas","48","Gregg County","183",,,,,,,,,,,"30980","99999","346",,,,,,,,,,,,"Gregg County",45798,15945,11996,17857
"G4801850","2010","3","7","Texas","48","Grimes County","185",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Grimes County",8902,3264,3568,2070
"G4801870","2010","3","7","Texas","48","Guadalupe County","187",,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,"Guadalupe County",45762,24784,10331,10647
"G4801890","2010","3","7","Texas","48","Hale County","189",,,,,,,,,,,"38380","99999","999",,,,,,,,,,,,"Hale County",11846,3816,3832,4198
"G4801910","2010","3","7","Texas","48","Hall County","191",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hall County",1372,269,728,375
"G4801930","2010","3","7","Texas","48","Hamilton County","193",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hamilton County",3442,1071,1539,832
"G4801950","2010","3","7","Texas","48","Hansford County","195",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hansford County",2006,585,954,467
"G4801970","2010","3","7","Texas","48","Hardeman County","197",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hardeman County",1722,479,756,487
"G4801990","2010","3","7","Texas","48","Hardin County","199",,,,,,,,,,,"13140","99999","999",,,,,,,,,,,,"Hardin County",20462,8383,8046,4033
"G4802010","2010","3","7","Texas","48","Harris County","201",,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,"Harris County",1435155,580173,234637,620345
"G4802030","2010","3","7","Texas","48","Harrison County","203",,,,,,,,,,,"32220","99999","346",,,,,,,,,,,,"Harrison County",24523,9176,8828,6519
"G4802050","2010","3","7","Texas","48","Hartley County","205",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hartley County",1771,721,520,530
"G4802070","2010","3","7","Texas","48","Haskell County","207",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Haskell County",2297,543,1236,518
"G4802090","2010","3","7","Texas","48","Hays County","209",,,,,,,,,,,"12420","99999","126",,,,,,,,,,,,"Hays County",55245,27288,8884,19073
"G4802110","2010","3","7","Texas","48","Hemphill County","211",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hemphill County",1382,409,618,355
"G4802130","2010","3","7","Texas","48","Henderson County","213",,,,,,,,,,,"11980","99999","206",,,,,,,,,,,,"Henderson County",31020,11538,12010,7472
