GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JM0E001,JM0E002,JM0E003,JM0E004,JM0E005,JM0E006,JM0E007,JM0E008,JM0E009,JM0E010,JM0E011,JM0E012,JM0E013,JM0E014,JM0E015,JM0E016,JM0E017,JM0E018,JM0E019,JM0E020,JM0E021,JT5E001,JT5E002,JT5E003,NAME_M,JM0M001,JM0M002,JM0M003,JM0M004,JM0M005,JM0M006,JM0M007,JM0M008,JM0M009,JM0M010,JM0M011,JM0M012,JM0M013,JM0M014,JM0M015,JM0M016,JM0M017,JM0M018,JM0M019,JM0M020,JM0M021,JT5M001,JT5M002,JT5M003
"G2801250","2006-2010",,,"Mississippi","28","Sharkey County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharkey County, Mississippi",1651,1444,1122,322,188,66,63,5,0,23,23,0,0,0,0,0,0,0,143,0,41,4797,221,4576,"Sharkey County, Mississippi",205,198,168,105,80,40,36,8,127,38,38,127,127,127,127,127,127,127,91,127,33,-1,-1,-1
"G2801270","2006-2010",,,"Mississippi","28","Simpson County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simpson County, Mississippi",11184,10334,8645,1689,1230,176,62,63,158,86,86,0,0,0,0,0,0,0,301,221,242,27575,1273,26302,"Simpson County, Mississippi",543,514,509,284,267,109,90,46,118,95,95,127,127,127,127,127,127,127,229,142,105,-1,-1,-1
"G2801290","2006-2010",,,"Mississippi","28","Smith County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Smith County, Mississippi",6593,6018,5288,730,528,147,45,0,10,17,0,17,0,0,0,0,6,0,101,204,247,16443,453,15990,"Smith County, Mississippi",363,415,415,185,151,91,52,127,11,19,127,19,127,127,127,127,9,127,71,109,134,-1,-1,-1
"G2801310","2006-2010",,,"Mississippi","28","Stone County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Mississippi",6444,6017,5157,860,703,41,48,50,18,21,0,0,0,0,21,0,0,0,95,81,230,16923,1113,15810,"Stone County, Mississippi",1063,1031,972,238,208,39,66,58,24,36,127,127,127,127,36,127,127,127,92,55,141,-1,-1,-1
"G2801330","2006-2010",,,"Mississippi","28","Sunflower County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunflower County, Mississippi",8429,7833,6494,1339,951,224,107,43,14,6,6,0,0,0,0,0,3,0,378,92,117,30504,1359,29145,"Sunflower County, Mississippi",484,489,497,284,229,105,51,50,16,6,6,127,127,127,127,127,5,127,152,61,68,-1,-1,-1
"G2801350","2006-2010",,,"Mississippi","28","Tallahatchie County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tallahatchie County, Mississippi",5090,4721,3689,1032,666,282,23,56,5,85,85,0,0,0,0,0,0,0,220,36,28,15270,99,15171,"Tallahatchie County, Mississippi",448,455,431,283,217,145,37,87,10,94,94,127,127,127,127,127,127,127,111,31,25,-1,-1,-1
"G2801370","2006-2010",,,"Mississippi","28","Tate County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tate County, Mississippi",12508,11331,10088,1243,862,172,150,0,59,10,10,0,0,0,0,0,0,176,471,145,375,28198,2416,25782,"Tate County, Mississippi",461,514,536,230,179,99,107,127,85,17,17,127,127,127,127,127,127,130,180,88,138,-1,-1,-1
"G2801390","2006-2010",,,"Mississippi","28","Tippah County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippah County, Mississippi",8630,8091,7189,902,645,109,24,111,13,99,99,0,0,0,0,0,0,0,199,111,130,21993,1651,20342,"Tippah County, Mississippi",512,537,501,230,224,62,28,111,21,93,93,127,127,127,127,127,127,127,194,76,94,-1,-1,-1
"G2801410","2006-2010",,,"Mississippi","28","Tishomingo County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tishomingo County, Mississippi",6946,6701,6129,572,472,93,0,7,0,0,0,0,0,0,0,0,13,19,107,45,61,19535,875,18660,"Tishomingo County, Mississippi",397,399,400,145,139,58,127,13,127,127,127,127,127,127,127,127,20,35,68,37,43,-1,-1,-1
"G2801430","2006-2010",,,"Mississippi","28","Tunica County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tunica County, Mississippi",4552,4120,3382,738,415,190,131,0,2,40,40,0,0,0,0,0,33,0,187,135,37,10817,621,10196,"Tunica County, Mississippi",279,299,306,212,162,133,135,127,6,63,63,127,127,127,127,127,42,127,105,96,29,-1,-1,-1
"G2801450","2006-2010",,,"Mississippi","28","Union County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Mississippi",11133,10627,9076,1551,1376,126,24,0,25,19,19,0,0,0,0,0,2,0,110,192,183,26922,1600,25322,"Union County, Mississippi",458,462,476,334,339,78,30,127,39,31,31,127,127,127,127,127,4,127,52,97,86,-1,-1,-1
"G2801470","2006-2010",,,"Mississippi","28","Walthall County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walthall County, Mississippi",5404,4756,4346,410,248,49,24,81,8,37,37,0,0,0,0,0,10,0,121,308,172,15530,738,14792,"Walthall County, Mississippi",331,349,358,173,138,65,27,77,18,38,38,127,127,127,127,127,16,127,81,158,96,-1,-1,-1
"G2801490","2006-2010",,,"Mississippi","28","Warren County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Mississippi",21194,20204,17974,2230,1768,206,160,23,73,24,24,0,0,0,0,39,21,9,210,334,353,48890,2487,46403,"Warren County, Mississippi",640,623,610,398,328,100,151,31,76,25,25,127,127,127,127,43,24,20,96,162,149,-1,-1,-1
"G2801510","2006-2010",,,"Mississippi","28","Washington County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Mississippi",17743,16514,13914,2600,1834,498,186,73,9,66,66,0,0,0,0,62,50,17,389,69,576,52455,2807,49648,"Washington County, Mississippi",666,653,610,414,337,230,143,49,13,49,49,127,127,127,127,51,40,24,137,59,229,-1,-1,-1
"G2801530","2006-2010",,,"Mississippi","28","Wayne County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Mississippi",7588,6876,5945,931,609,178,132,7,5,39,39,0,0,0,0,0,16,0,33,255,369,20971,1952,19019,"Wayne County, Mississippi",462,438,448,264,223,112,99,14,8,41,41,127,127,127,127,127,27,127,44,138,135,-1,-1,-1
"G2801550","2006-2010",,,"Mississippi","28","Webster County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Mississippi",3831,3607,3072,535,338,183,6,8,0,6,6,0,0,0,0,0,13,0,104,51,50,10139,419,9720,"Webster County, Mississippi",306,303,286,119,116,106,13,12,127,10,10,127,127,127,127,127,20,127,68,42,36,-1,-1,-1
"G2801570","2006-2010",,,"Mississippi","28","Wilkinson County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkinson County, Mississippi",2822,2663,2382,281,191,78,9,3,0,12,12,0,0,0,0,0,0,0,45,7,95,10070,377,9693,"Wilkinson County, Mississippi",353,325,284,124,93,84,16,5,127,20,20,127,127,127,127,127,127,127,37,14,71,-1,-1,-1
"G2801590","2006-2010",,,"Mississippi","28","Winston County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winston County, Mississippi",7347,6894,5826,1068,681,168,47,94,78,39,27,0,12,0,0,0,17,0,162,33,202,19378,977,18401,"Winston County, Mississippi",399,371,405,231,169,72,47,103,68,31,25,127,19,127,127,127,27,127,89,31,68,-1,-1,-1
"G2801610","2006-2010",,,"Mississippi","28","Yalobusha County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yalobusha County, Mississippi",4403,4192,3667,525,313,107,54,0,51,0,0,0,0,0,0,0,0,0,76,26,109,12869,857,12012,"Yalobusha County, Mississippi",330,343,354,168,139,84,46,127,78,127,127,127,127,127,127,127,127,127,50,33,87,-1,-1,-1
"G2801630","2006-2010",,,"Mississippi","28","Yazoo County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yazoo County, Mississippi",9097,8759,7343,1416,1125,160,71,33,27,51,51,0,0,0,0,20,0,0,62,72,133,28402,1951,26451,"Yazoo County, Mississippi",476,483,490,288,270,125,43,39,35,50,50,127,127,127,127,23,127,127,57,66,77,-1,-1,-1
"G2900010","2006-2010",,,"Missouri","29","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Missouri",11059,9659,8561,1098,899,108,67,3,21,22,22,0,0,0,0,34,9,154,840,43,298,25315,793,24522,"Adair County, Missouri",659,541,507,226,214,48,39,5,21,30,30,114,114,114,114,29,13,93,263,35,94,-1,-1,-1
"G2900030","2006-2010",,,"Missouri","29","Andrew County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrew County, Missouri",8669,8147,7261,886,708,124,51,3,0,6,6,0,0,0,0,6,46,16,50,16,382,17006,783,16223,"Andrew County, Missouri",308,324,324,148,145,76,36,4,114,9,9,114,114,114,114,9,40,25,36,14,108,-1,-1,-1
"G2900050","2006-2010",,,"Missouri","29","Atchison County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atchison County, Missouri",2793,2531,2246,285,247,33,5,0,0,0,0,0,0,0,0,0,3,6,97,11,145,5811,187,5624,"Atchison County, Missouri",108,115,133,71,67,31,8,114,114,114,114,114,114,114,114,114,6,8,41,8,42,-1,-1,-1
"G2900070","2006-2010",,,"Missouri","29","Audrain County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Audrain County, Missouri",10568,9581,8364,1217,905,219,41,52,0,4,4,0,0,0,0,11,21,13,234,38,666,25684,1031,24653,"Audrain County, Missouri",398,442,478,219,181,96,40,60,114,8,8,114,114,114,114,17,24,17,90,37,207,-1,-1,-1
"G2900090","2006-2010",,,"Missouri","29","Barry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barry County, Missouri",14783,13561,11720,1841,1524,226,59,21,11,83,83,0,0,0,0,0,81,42,171,28,817,35753,1617,34136,"Barry County, Missouri",566,566,597,301,273,88,45,31,15,110,110,114,114,114,114,114,56,63,90,30,217,-1,-1,-1
"G2900110","2006-2010",,,"Missouri","29","Barton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barton County, Missouri",5471,4847,4188,659,449,117,85,0,8,0,0,0,0,0,0,2,45,4,203,28,342,12634,534,12100,"Barton County, Missouri",282,315,307,144,111,63,72,114,11,114,114,114,114,114,114,5,44,6,95,28,139,-1,-1,-1
"G2900130","2006-2010",,,"Missouri","29","Bates County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bates County, Missouri",7220,6689,5622,1067,805,204,37,17,4,14,0,0,14,0,0,0,25,0,96,26,370,17132,835,16297,"Bates County, Missouri",254,289,315,210,192,92,29,15,7,22,114,114,22,114,114,114,25,114,53,16,92,-1,-1,-1
"G2900150","2006-2010",,,"Missouri","29","Benton County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Missouri",6664,5973,5411,562,522,30,10,0,0,0,0,0,0,0,0,0,0,0,226,47,418,18975,1158,17817,"Benton County, Missouri",427,418,418,166,163,33,17,114,114,114,114,114,114,114,114,114,114,114,100,43,122,-1,-1,-1
"G2900170","2006-2010",,,"Missouri","29","Bollinger County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bollinger County, Missouri",5029,4650,4083,567,426,121,14,3,3,6,6,0,0,0,0,0,0,0,93,73,207,12445,406,12039,"Bollinger County, Missouri",255,257,253,139,133,74,17,5,5,9,9,114,114,114,114,114,114,114,55,60,92,-1,-1,-1
"G2900190","2006-2010",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Missouri",82005,73276,62851,10425,8669,1320,316,82,38,399,399,0,0,0,0,87,266,840,3839,453,2845,158067,9084,148983,"Boone County, Missouri",1286,1430,1485,797,728,268,122,52,38,132,132,114,114,114,114,91,138,177,469,139,384,-1,-1,-1
"G2900210","2006-2010",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Missouri",40238,37445,32534,4911,3835,761,178,96,41,324,324,0,0,0,0,131,119,9,721,273,1216,88195,4572,83623,"Buchanan County, Missouri",743,734,887,603,522,219,91,70,35,104,104,114,114,114,114,75,103,15,183,115,220,-1,-1,-1
"G2900230","2006-2010",,,"Missouri","29","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Missouri",17529,16401,14848,1553,1301,167,39,35,11,100,100,0,0,0,0,11,94,9,185,69,660,42437,2006,40431,"Butler County, Missouri",644,637,681,328,304,125,35,33,19,61,61,114,114,114,114,17,78,19,98,63,192,-1,-1,-1
"G2900250","2006-2010",,,"Missouri","29","Caldwell County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Missouri",3981,3651,3005,646,555,59,0,21,11,1,1,0,0,0,0,0,5,7,49,27,241,9380,671,8709,"Caldwell County, Missouri",185,177,162,108,106,28,114,21,14,4,4,114,114,114,114,114,5,7,25,16,86,-1,-1,-1
"G2900270","2006-2010",,,"Missouri","29","Callaway County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Callaway County, Missouri",20572,19010,16246,2764,2149,498,105,0,12,113,94,0,19,0,0,0,20,0,635,155,639,43769,3612,40157,"Callaway County, Missouri",709,758,781,413,396,217,82,114,19,99,95,114,29,114,114,114,22,114,253,79,167,-1,-1,-1
"G2900290","2006-2010",,,"Missouri","29","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, Missouri",18723,15795,13782,2013,1719,128,104,25,37,78,69,0,0,0,9,0,41,0,354,477,1978,43157,22735,20422,"Camden County, Missouri",693,717,727,313,267,67,95,36,42,74,69,114,114,114,21,114,39,114,146,203,364,-1,-1,-1
"G2900310","2006-2010",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape Girardeau County, Missouri",36553,34084,30162,3922,3172,463,160,75,52,99,99,0,0,0,0,15,56,148,1023,114,1014,74283,3994,70289,"Cape Girardeau County, Missouri",671,750,791,450,412,168,96,68,45,47,47,114,114,114,114,25,41,168,200,65,204,-1,-1,-1
"G2900330","2006-2010",,,"Missouri","29","Carroll County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Missouri",4519,4005,3389,616,412,129,54,0,21,11,11,0,0,0,0,0,0,0,129,33,341,9485,517,8968,"Carroll County, Missouri",203,196,212,123,100,46,34,114,25,11,11,114,114,114,114,114,114,114,44,23,81,-1,-1,-1
"G2900350","2006-2010",,,"Missouri","29","Carter County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Missouri",2495,2282,1984,298,283,15,0,0,0,0,0,0,0,0,0,0,0,0,80,13,120,6141,204,5937,"Carter County, Missouri",207,197,192,147,146,25,114,114,114,114,114,114,114,114,114,114,114,114,59,24,68,-1,-1,-1
"G2900370","2006-2010",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Missouri",47809,44723,39407,5316,4302,785,121,61,47,179,174,0,5,0,0,0,105,45,551,250,1956,97598,5523,92075,"Cass County, Missouri",641,676,724,474,406,241,70,34,39,83,82,114,7,114,114,114,51,26,169,101,319,-1,-1,-1
"G2900390","2006-2010",,,"Missouri","29","Cedar County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Missouri",5092,4438,3874,564,418,134,0,0,12,6,6,0,0,0,0,0,5,0,352,17,274,14091,579,13512,"Cedar County, Missouri",293,357,321,163,158,87,114,114,20,11,11,114,114,114,114,114,10,114,188,24,105,-1,-1,-1
"G2900410","2006-2010",,,"Missouri","29","Chariton County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chariton County, Missouri",3597,3150,2850,300,240,44,6,4,6,0,0,0,0,0,0,0,0,0,95,33,319,7871,456,7415,"Chariton County, Missouri",149,151,162,85,75,24,8,6,9,114,114,114,114,114,114,114,114,114,34,26,104,-1,-1,-1
"G2900430","2006-2010",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Christian County, Missouri",36127,33617,29720,3897,2833,694,202,58,110,38,34,0,0,0,4,0,50,11,420,533,1458,74156,3606,70550,"Christian County, Missouri",591,688,814,493,397,219,107,54,71,32,31,114,114,114,6,114,33,18,161,131,286,-1,-1,-1
"G2900450","2006-2010",,,"Missouri","29","Clark County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Missouri",3126,2767,2343,424,300,89,27,8,0,20,20,0,0,0,0,0,14,0,99,31,195,7169,357,6812,"Clark County, Missouri",162,175,193,138,131,40,29,14,114,28,28,114,114,114,114,114,23,114,53,22,84,-1,-1,-1
"G2900470","2006-2010",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Missouri",110594,104347,94021,10326,9189,702,214,75,146,870,832,12,11,0,15,111,218,38,1382,522,3106,215015,8835,206180,"Clay County, Missouri",1050,1214,1139,818,782,181,81,47,67,205,207,21,17,114,23,97,95,45,323,134,405,-1,-1,-1
"G2900490","2006-2010",,,"Missouri","29","Clinton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Missouri",9639,8962,7796,1166,907,238,21,0,0,6,6,0,0,0,0,0,63,0,246,39,323,20682,892,19790,"Clinton County, Missouri",346,357,395,208,185,117,28,114,114,11,11,114,114,114,114,114,50,114,125,36,110,-1,-1,-1
