GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,IXME001,IXME002,IXME003,IXME004,IXME005,IXME006,IXME007,IXME008,IXME009,IXME010,IXME011,IXME012,IXME013,IXME014,IXME015,IXME016,IXME017,IXME018,IXME019,IXME020,IXME021,IXME022,IXME023,IXME024,IXME025,IX2E001,IX2E002,IX2E003,IX2E004,IX2E005,IX2E006,IX2E007,IX2E008,IX2E009,IX2E010,IX2E011,IX2E012,IX2E013,I6IE001,NAME_M,IXMM001,IXMM002,IXMM003,IXMM004,IXMM005,IXMM006,IXMM007,IXMM008,IXMM009,IXMM010,IXMM011,IXMM012,IXMM013,IXMM014,IXMM015,IXMM016,IXMM017,IXMM018,IXMM019,IXMM020,IXMM021,IXMM022,IXMM023,IXMM024,IXMM025,IX2M001,IX2M002,IX2M003,IX2M004,IX2M005,IX2M006,IX2M007,IX2M008,IX2M009,IX2M010,IX2M011,IX2M012,IX2M013,I6IM001
"G0600370","2010",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,"Los Angeles County, California",6363995,194518,1521,3696,14604,36491,66292,52920,58530,327338,49725,103504,180039,107994,156210,187507,1202066,97405,286701,953954,423949,1208325,415264,152678,82764,9185577,3928403,3663880,36638,31181,69793,341763,190256,346067,87926,218213,166324,105133,25724,"Los Angeles County, California",747,7808,525,1176,1928,3992,4949,4564,4020,10167,3909,5726,7017,6292,7112,7623,17584,4885,7759,17078,10363,16316,8441,7324,4694,0,26339,19806,4139,3163,7424,11708,11132,10872,8967,12152,10183,9778,287
"G0600390","2010",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,"Madera County, California",93131,3981,0,79,236,1199,795,613,1477,6437,986,1598,3360,3101,4396,1883,18610,2362,6894,14068,6675,10712,2458,977,234,,,,,,,,,,,,,,18300,"Madera County, California",524,1351,294,125,239,861,453,483,729,1670,708,676,1191,970,1187,708,2423,693,1169,2150,1266,1674,886,468,269,,,,,,,,,,,,,,1348
"G0600410","2010",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,"Marin County, California",186431,2122,0,0,0,247,623,411,913,2234,449,791,1564,1476,1929,3422,19995,3162,6733,27227,11975,57495,27177,11630,4856,238788,178927,32688,3688,3469,2482,8083,1026,3207,956,414,2501,1347,51045,"Marin County, California",809,1037,294,294,294,307,671,338,1084,875,416,532,749,851,595,1369,2133,859,1350,3238,1957,3275,2784,1666,1457,358,4498,2279,1499,1200,1511,2306,688,1089,682,359,1497,869,2632
"G0600450","2010",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,"Mendocino County, California",59194,988,0,0,0,230,588,277,116,1074,250,1653,1113,1476,1050,622,13148,2101,5294,11172,4852,7779,3731,1185,495,,,,,,,,,,,,,,20217,"Mendocino County, California",1125,669,294,294,294,202,529,343,187,612,245,854,576,760,601,435,1953,651,1379,1641,1300,1718,904,471,396,,,,,,,,,,,,,,1574
"G0600470","2010",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,"Merced County, California",145685,6612,0,0,620,1168,2946,2273,1209,9530,767,2476,3510,4704,4448,5415,34105,4900,9201,25398,8430,12376,2786,2110,701,234482,112681,97619,397,821,0,10176,1173,638,781,1423,8773,0,18150,"Merced County, California",855,1353,294,294,385,713,964,1418,552,1892,514,699,1011,1239,1061,1235,3051,1303,1668,2600,1376,1908,741,875,429,151,5391,4716,380,593,294,2663,1125,431,649,829,2048,294,1419
"G0600530","2010",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,"Monterey County, California",258789,7929,0,156,977,2660,5186,2758,2842,20539,1393,5480,6780,3966,7716,5450,45466,8745,14020,37554,20228,35897,16876,3664,2507,384147,184270,172061,865,2642,920,4164,2259,1373,1043,6976,4392,3182,24950,"Monterey County, California",478,1570,294,176,578,759,1486,886,822,2367,644,1415,1472,1013,1481,1386,3604,1662,2093,3031,2159,3348,2875,841,879,179,6339,5779,418,956,629,1857,932,581,855,2276,1292,1601,2484
"G0600550","2010",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,"Napa County, California",92599,1064,0,161,45,181,434,452,386,4274,449,2050,1280,1820,1719,1482,17297,1303,4739,18800,8834,17289,6105,1970,465,128834,85290,34074,1419,502,284,2298,448,1144,68,2574,516,217,32283,"Napa County, California",841,588,294,205,75,220,341,377,330,1160,344,939,543,567,593,572,2004,498,1052,2038,1740,1798,1346,563,325,437,3401,3088,894,324,345,1141,421,963,111,1019,457,223,2661
"G0600570","2010",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,"Nevada County, California",72964,302,0,0,102,0,180,0,45,0,230,492,199,624,1102,739,14477,1795,7025,15428,7405,16087,4314,1803,615,,,,,,,,,,,,,,27779,"Nevada County, California",1220,233,294,294,170,294,296,294,93,294,347,415,200,486,687,770,1965,694,1469,1870,1175,2155,977,648,405,,,,,,,,,,,,,,1860
"G0600590","2010",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,"Orange County, California",1974096,38087,181,541,2761,5126,11283,7164,12850,68713,9057,21649,48918,25384,31282,48365,320030,31869,100315,319145,149371,480370,161652,51964,28019,2827013,1546535,749710,9648,11469,8972,88571,73757,63312,163207,45073,47169,19590,31373,"Orange County, California",459,3089,182,262,1105,1397,1983,1797,1976,5960,1638,2696,3993,2878,3166,3492,8803,2809,4687,8322,5113,10114,5858,3221,2757,423,17297,12150,1733,1992,2416,8120,6487,5745,8655,5947,4422,3318,592
"G0600610","2010",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,"Placer County, California",237398,2218,0,0,118,135,200,210,502,485,258,1332,2134,1917,3019,3575,46755,4932,16986,49175,24435,54422,17362,4715,2513,329620,276494,20416,3236,1448,7303,8952,293,2156,375,5509,2429,1009,32277,"Placer County, California",882,1318,294,294,172,157,222,172,444,424,261,634,1002,917,1064,944,4086,1043,2084,3815,2052,3431,2142,1052,798,328,5482,3045,1934,616,2829,2775,355,1358,361,1309,1640,783,1012
"G0600650","2010",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,"Riverside County, California",1349435,25869,72,313,1911,5323,11688,6446,10244,46890,6328,20493,39206,27457,39532,44186,301635,37528,97623,250524,102645,179474,66588,16383,11077,2040074,1208135,697486,5463,6807,4357,24887,8610,14909,10957,29372,17005,12086,22373,"Riverside County, California",890,2919,121,293,587,1238,2177,1374,2078,4242,1409,2372,4089,3143,3864,3521,8674,3435,5058,7886,5123,7174,4141,2173,1620,782,16388,14722,1380,1593,1655,4353,2171,2941,3105,3177,3223,3455,433
"G0600670","2010",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,"Sacramento County, California",914213,22740,54,306,504,1257,5594,2725,2666,14140,4019,9999,10702,15762,23101,24153,169697,27050,74463,173046,84931,165532,55609,16646,9517,1320814,914854,174151,3563,4645,40925,45053,3619,32710,21061,26820,46761,6652,25011,"Sacramento County, California",403,3190,89,332,542,833,1943,895,881,2062,1157,1898,2335,2103,2851,3100,6909,3051,4424,6827,4607,6459,3897,2244,1768,0,14521,8165,1044,1250,7393,6305,1239,5749,3862,4648,6715,2423,492
"G0600710","2010",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,"San Bernardino County, California",1215236,30480,139,211,1425,3780,8505,6146,7950,41837,7628,19915,33204,27348,43653,41564,281494,34868,90768,214965,93215,142781,57833,15656,9871,1883480,1113679,642851,3173,4081,2942,17557,9894,19000,9058,27934,18110,15201,20291,"San Bernardino County, California",879,3516,175,180,640,1365,1876,1551,1742,4227,1868,3030,3620,2907,3728,3485,10006,3494,4783,7287,5671,6082,3903,2501,1885,635,17863,16097,1247,1302,2042,3673,2695,3650,2269,3997,3319,3091,297
"G0600730","2010",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,"San Diego County, California",2010984,34069,245,306,3036,4117,8698,5177,9060,48728,15752,27643,40316,28593,35065,38472,342462,41174,122374,341594,185747,423183,166132,48626,40415,2902279,1807982,732023,10066,12060,14452,50703,12350,40548,36199,94406,43089,48401,28498,"San Diego County, California",663,3687,179,205,1286,1212,1424,1296,1801,4313,2332,3723,4229,3311,3759,3245,10265,3002,6157,10630,8104,10128,5550,3487,2937,0,15539,11571,1984,2093,2582,8150,2838,5091,5035,7111,5025,7667,461
"G0600750","2010",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,"San Francisco County, California",620010,17074,216,454,1474,1678,3964,1319,4134,11546,2891,7767,7672,9001,5782,12266,80101,7918,18336,78341,32774,194510,76003,31213,13576,770164,423551,88517,9749,4194,12642,23204,7444,144627,9017,24532,16331,6356,44079,"San Francisco County, California",671,2521,208,364,846,792,1267,682,935,1934,1173,1465,1914,2102,1570,2338,5482,1666,2452,4930,3471,7292,4264,2964,1789,260,8764,4486,2058,1062,2549,3897,2612,7718,2828,3810,3091,2422,1368
"G0600770","2010",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,"San Joaquin County, California",413983,16570,39,0,1079,981,2794,2551,2294,15885,2536,7829,7682,10411,14810,11650,90602,15820,28696,71657,36685,50225,14311,5616,3260,633644,380241,165011,701,1538,1224,18141,1118,7160,6580,18296,29789,3845,21147,"San Joaquin County, California",832,2622,67,294,694,565,904,946,651,2506,1020,1498,1576,1828,2050,1993,5148,1984,2780,4679,2863,3440,1697,1255,836,223,7911,6894,429,615,882,3778,1158,2830,2488,3334,4593,2169,776
"G0600790","2010",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,"San Luis Obispo County, California",180670,1507,0,0,45,105,625,541,254,4206,229,1216,1163,3183,4532,4002,34699,4710,11860,35038,17069,32242,14890,4700,3854,256942,212557,35443,425,658,837,2292,254,553,1070,858,1298,697,28231,"San Luis Obispo County, California",664,635,294,294,81,182,441,430,161,1820,153,640,643,950,1111,1056,3182,912,1758,2948,1811,2735,1932,1066,1081,477,3655,3120,286,374,609,917,245,449,836,489,737,713,1783
"G0600810","2010",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,"San Mateo County, California",504566,7485,0,141,901,981,3085,1398,1764,8708,3345,4646,7925,6638,4068,8607,79316,7187,23906,78919,38455,133339,51916,16613,15223,674275,362126,135857,4404,4160,9709,24625,4502,48381,3258,46364,17527,13362,40964,"San Mateo County, California",613,1405,294,167,648,634,1117,634,727,2032,1373,1381,2246,1609,1045,1697,4417,1356,2218,5006,3883,4847,3698,1992,1816,271,7683,5340,1194,1154,2236,4207,2171,4773,1266,5506,3074,3428,1084
"G0600830","2010",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,"Santa Barbara County, California",263268,6744,0,300,590,1614,3569,1691,844,12547,1796,3579,5723,3994,4716,6045,42891,6159,19272,42481,20446,45946,21038,5685,5598,397415,242124,127108,1573,2522,1703,5913,1989,4561,1305,4286,3087,1244,28781,"Santa Barbara County, California",642,1739,294,360,478,771,1181,740,427,2474,805,961,1427,1218,968,1229,3531,1312,2059,3779,2420,3217,2163,1194,1044,368,5847,5594,671,997,726,1298,1095,1600,728,1422,1301,826,1530
"G0600850","2010",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,"Santa Clara County, California",1197185,22934,401,140,723,3135,4580,4063,6912,28393,5375,11292,15274,17431,17893,23717,173646,17420,53170,155842,83320,309901,173029,33280,35314,1663233,812933,317171,10774,7615,18748,89063,27594,126547,107406,54785,69806,20791,37599,"Santa Clara County, California",864,2820,299,139,474,1388,1090,1015,1507,3574,1510,1954,2631,2928,2543,2571,6997,1969,3743,6310,4493,7750,6864,3162,2758,371,14832,10040,1968,1854,3341,7271,4702,8737,7902,6765,7588,3761,652
"G0600870","2010",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,"Santa Cruz County, California",170880,3039,0,0,171,1418,2379,887,1147,6678,175,1445,2091,3118,1865,2699,23976,4199,10581,34347,13058,36462,14972,3159,3014,248383,171640,63547,1390,1342,792,2038,157,2309,613,1293,1916,1346,29060,"Santa Cruz County, California",1096,1003,294,294,211,739,889,507,738,2329,294,507,738,1231,816,757,3798,2650,1505,3426,1630,2438,1760,788,850,3,3823,3411,873,696,531,953,214,991,713,938,951,1282,1329
"G0600890","2010",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,"Shasta County, California",120923,848,0,0,0,169,0,180,255,232,67,1138,2125,2902,3255,3602,25845,4045,14217,24476,14116,15754,5794,1293,610,167317,155613,6480,396,1067,836,500,141,124,0,601,1069,490,21495,"Shasta County, California",738,470,294,294,294,270,294,200,261,227,109,539,863,844,930,1550,2526,1076,1861,2540,1537,2105,1305,475,269,222,2392,1954,271,610,740,343,225,210,294,478,649,404,1289
"G0600950","2010",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,"Solano County, California",272421,4544,0,25,0,81,512,900,1386,4315,1237,3109,4143,4706,5272,6972,59465,8663,20662,56203,28101,41585,12506,5357,2677,387573,271488,63537,794,1282,504,9216,1868,3733,1467,23958,6828,2898,26842,"Solano County, California",345,1215,294,60,294,140,331,666,853,1226,645,1101,1687,1253,1134,1444,4126,1858,1944,3430,2423,2925,1602,1323,837,180,5034,3707,403,551,421,2479,948,1555,1381,3168,1747,1316,1053
"G0600970","2010",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,"Sonoma County, California",332689,4697,0,99,0,670,1490,1368,1683,9295,518,2825,4207,3615,5904,8624,58424,7731,25785,62907,25971,68932,25617,8687,3640,456291,345750,81976,2170,2356,1908,5132,918,2534,3001,2278,5421,2847,29510,"Sonoma County, California",603,1868,294,114,294,457,748,811,750,1843,297,769,1120,1114,1423,1357,3507,1681,2370,3916,2565,4092,2436,1472,969,965,5998,5213,758,851,1077,1445,576,1016,1209,1068,1853,1766,850
"G0600990","2010",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,"Stanislaus County, California",313371,7451,216,176,836,1724,2903,1995,2862,14553,1086,6097,6172,7696,11290,10537,77498,11819,27367,49466,21331,33236,11540,4272,1248,475582,279280,150465,1164,1403,638,18002,354,1343,1196,2435,7798,11504,20719,"Stanislaus County, California",862,1154,180,163,670,749,832,935,1061,2564,551,1226,1485,1553,1872,1815,4080,1591,2424,4087,2160,2526,1844,972,539,441,6502,5076,612,616,484,3229,304,1035,883,1303,3070,2990,956
"G0601010","2010",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,"Sutter County, California",59150,1220,46,0,0,185,599,130,425,2009,245,1873,2225,1098,2164,878,12192,1558,4569,9977,5768,8549,2405,752,283,,,,,,,,,,,,,,21227,"Sutter County, California",859,383,78,294,294,153,547,240,259,949,219,770,866,553,674,382,1567,634,1229,1833,1391,1526,874,328,187,,,,,,,,,,,,,,1157
"G0601070","2010",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,"Tulare County, California",252444,13193,0,133,1137,2456,5111,2684,2913,14042,2844,7202,6647,6771,9726,8341,52208,6088,15829,39316,21959,22553,7856,2434,1001,402714,210548,178436,308,781,108,3390,56,750,452,2846,4183,856,17365,"Tulare County, California",544,2057,294,167,597,824,1306,743,1129,2134,982,1184,1298,1158,1626,1662,3545,1207,1895,3527,2259,1897,1407,750,460,264,5570,5258,305,397,100,1213,76,559,504,1218,1107,609,691
"G0601110","2010",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,"Ventura County, California",530768,10642,0,144,906,2057,4080,2873,2755,21521,2235,4527,13401,8969,10664,10480,90731,8936,34608,94841,42827,103029,41759,12006,6777,770226,478377,232261,1481,3183,2088,14097,2949,8384,3107,12344,6260,5695,31135,"Ventura County, California",1254,1973,294,229,601,1107,1336,1063,855,2689,840,1081,2728,1955,1641,1762,4961,1637,2533,4525,3583,4344,3062,1419,1295,342,8323,7741,708,853,1340,3241,1105,1863,1531,2393,1672,2004,703
"G0601130","2010",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,"Yolo County, California",117127,2866,0,64,0,626,475,333,647,2174,321,2312,1813,1914,2525,2185,19738,2704,5745,18123,8467,23638,9721,4974,5762,188782,127402,38901,681,1346,2386,3781,1627,6342,673,1383,2311,1949,26289,"Yolo County, California",746,838,294,109,294,423,355,352,429,800,278,932,771,803,941,805,2153,955,1129,2408,1288,2385,1302,977,1213,235,4680,3520,583,733,1304,1378,1082,1488,568,679,1054,1040,1323
"G0601150","2010",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,"Yuba County, California",44686,1034,0,0,0,80,191,109,17,1294,115,1060,1573,1147,1900,1246,9687,2689,3468,7970,4980,4948,847,331,0,,,,,,,,,,,,,,18729,"Yuba County, California",936,460,294,294,294,128,189,123,28,703,141,746,702,515,669,539,1345,932,866,1493,1102,1107,405,263,294,,,,,,,,,,,,,,1399
"G0800010","2010",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,"Adams County, Colorado",275849,4170,0,0,421,533,1731,1054,632,7658,2412,5733,8286,7065,10043,6111,70515,12776,18719,40978,20259,40334,13127,2072,1220,405981,285086,98492,417,1752,4218,1705,574,1064,5290,420,5013,1950,23294,"Adams County, Colorado",790,1246,279,279,311,464,841,563,450,1732,914,1389,1514,1776,2260,1441,3819,1979,2027,3064,2335,3037,1970,892,413,238,6187,5906,279,717,2355,831,484,879,2054,325,2119,893,743
"G0800050","2010",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",378223,3287,0,70,42,552,1000,388,951,3431,1343,4017,4888,3041,4764,5152,70853,12312,24132,65237,32707,93252,35450,7898,3456,534600,416434,67024,3764,2001,6985,7115,7027,2075,4710,1939,5382,10144,30692,"Arapahoe County, Colorado",682,1147,279,116,70,585,528,394,528,1082,755,1102,1473,842,1193,1043,4854,1901,1990,3958,2937,4045,2674,1188,820,80,6895,4778,1174,677,2164,2173,2081,732,2023,1311,1930,2413,827
"G0800130","2010",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,"Boulder County, Colorado",189808,876,0,0,158,68,69,60,703,2273,173,637,1386,1338,1516,2032,22194,3785,6904,25948,10543,62653,30047,7299,9146,278594,232919,30077,1378,2029,1335,3807,986,1475,1516,632,1465,975,35988,"Boulder County, Colorado",820,424,279,279,206,116,125,104,534,1257,286,376,672,594,688,872,2077,1043,1307,2181,1504,3373,1940,1169,1439,304,3322,2209,682,1155,680,1485,722,844,1011,545,714,594,1972
"G0800310","2010",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,"Denver County, Colorado",412273,5409,78,145,190,965,1537,1449,1827,8761,3717,7744,7546,9572,10011,8035,67386,13905,21831,54105,19524,104805,41460,16060,6211,560976,403661,118286,2462,3176,4013,5901,707,3305,5975,588,3763,9139,30243,"Denver County, Colorado",824,1264,129,139,189,593,585,524,694,2056,1101,1600,1703,1818,1706,1547,3612,1776,2086,3923,2137,4453,3317,1916,1299,126,7419,6204,1118,1025,1640,1698,413,1364,2028,589,1421,2680,1035
"G0800350","2010",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,"Douglas County, Colorado",185024,868,0,0,0,0,61,0,253,309,35,128,1168,436,219,1705,24176,2792,9751,27519,13900,67425,27112,4417,2750,264938,239630,13025,2235,1135,901,3076,1126,1405,92,315,1622,376,39228,"Douglas County, Colorado",750,626,279,279,279,279,103,279,293,313,59,210,784,299,268,1285,2914,749,1645,2652,1803,3649,2217,1060,799,616,3953,2875,1550,628,702,1664,854,862,158,307,914,354,1339
"G0800410","2010",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,"El Paso County, Colorado",395176,1735,0,80,77,105,124,272,561,1287,699,2829,3188,5499,6304,5493,71002,15838,32727,73086,39457,83412,39547,6527,5327,581554,517670,37216,2547,5599,3061,4087,2939,1421,1392,1653,2230,1739,26121,"El Paso County, Colorado",704,693,279,136,125,173,160,380,444,783,507,958,1076,1457,1215,1088,4176,2262,2762,5058,3072,4238,3069,1239,1107,231,6129,5295,1091,1222,1659,1633,1101,888,866,1067,1074,1225,687
"G0800590","2010",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,"Jefferson County, Colorado",371060,2311,0,0,168,383,1032,314,95,1540,104,1621,3355,3470,5201,5491,67050,15452,25908,58350,27707,97971,39491,8272,5774,505054,447750,32469,1413,2985,4446,4713,810,1746,2181,1324,2770,2447,33000,"Jefferson County, Colorado",706,901,279,279,213,308,784,270,158,804,111,599,1172,983,1224,1127,3838,2250,2449,3797,2539,4153,2871,1329,1130,106,5163,4079,666,954,1930,1845,608,1015,1127,792,1113,870,1069
"G0800690","2010",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,"Larimer County, Colorado",193293,604,85,0,0,0,165,48,119,661,405,1199,1274,1490,2435,1288,29172,6878,12092,30484,16362,54294,22078,5028,7132,283106,260485,14289,372,2217,456,1270,177,1903,283,90,539,1025,28622,"Larimer County, Colorado",1099,363,143,279,279,279,255,84,135,436,324,633,632,658,879,627,2633,1561,1743,2914,2087,3126,2437,1121,1301,330,3651,2691,278,1037,335,577,213,997,377,154,297,872,1049
"G0800770","2010",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,"Mesa County, Colorado",97920,661,0,0,73,0,38,391,253,241,499,947,1307,2752,1629,1364,23256,5568,7416,18224,8828,15860,6527,1011,1075,,,,,,,,,,,,,,25117,"Mesa County, Colorado",1019,505,279,279,128,279,64,415,211,243,575,515,533,967,628,615,2399,1340,1121,2226,1746,1894,1319,427,493,,,,,,,,,,,,,,1971
"G0801010","2010",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,"Pueblo County, Colorado",105248,563,0,59,0,302,495,165,209,605,732,1619,2067,2588,2957,1487,26319,6555,8687,17984,11286,13115,5919,805,730,,,,,,,,,,,,,,20526,"Pueblo County, Colorado",517,350,279,100,279,314,344,132,190,323,463,426,709,870,915,717,2149,1241,1558,2233,1725,1895,1166,487,462,,,,,,,,,,,,,,1159
"G0801230","2010",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,"Weld County, Colorado",155010,1012,0,0,103,545,522,532,681,3905,1268,2799,2342,3082,3520,2453,35891,6300,11937,25792,13462,25877,9834,1509,1644,234482,190957,39083,755,1002,194,167,15,431,316,139,1013,410,22920,"Weld County, Colorado",650,413,279,279,154,525,402,429,408,1219,602,1085,836,1023,980,857,3031,1289,1791,2289,1838,2364,1697,653,820,378,4218,3905,989,587,168,167,23,437,365,175,794,395,951
"G0900010","2010",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,"Fairfield County, Connecticut",619336,5827,0,75,396,1597,2100,2248,2788,9183,4562,9457,6737,8461,11128,10665,127901,14788,30045,64659,34267,153653,86933,23071,8795,861668,624793,118034,17773,7174,18627,50693,2419,5382,2577,2357,6952,4887,44024,"Fairfield County, Connecticut",297,1474,281,124,305,890,916,923,1077,2176,1305,1711,1428,1522,2082,1745,4643,1855,2643,4408,3005,5805,4561,2123,1511,183,8342,4104,3646,2134,2931,6246,1638,1591,2350,1142,2021,1539,1281
