GISJOIN,id,Temp,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001
G0500950,05009,G05009,2010,3,7,Arkansas,5,Monroe County,95,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Monroe County,,8149
G0500970,05009,G05009,2010,3,7,Arkansas,5,Montgomery County,97,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Montgomery County,,9487
G0500990,05009,G05009,2010,3,7,Arkansas,5,Nevada County,99,,,,,,,,,,,,,,26260,99999,999,,,,,,,,,,,,,,Nevada County,,8997
G0501010,05010,G05010,2010,3,7,Arkansas,5,Newton County,101,,,,,,,,,,,,,,25460,99999,999,,,,,,,,,,,,,,Newton County,,8330
G0501030,05010,G05010,2010,3,7,Arkansas,5,Ouachita County,103,,,,,,,,,,,,,,15780,99999,999,,,,,,,,,,,,,,Ouachita County,,26120
G0501050,05010,G05010,2010,3,7,Arkansas,5,Perry County,105,,,,,,,,,,,,,,30780,99999,340,,,,,,,,,,,,,,Perry County,,10445
G0501070,05010,G05010,2010,3,7,Arkansas,5,Phillips County,107,,,,,,,,,,,,,,25760,99999,999,,,,,,,,,,,,,,Phillips County,,21757
G0501090,05010,G05010,2010,3,7,Arkansas,5,Pike County,109,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Pike County,,11291
G0501110,05011,G05011,2010,3,7,Arkansas,5,Poinsett County,111,,,,,,,,,,,,,,27860,99999,308,,,,,,,,,,,,,,Poinsett County,,24583
G0501130,05011,G05011,2010,3,7,Arkansas,5,Polk County,113,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Polk County,,20662
G0501150,05011,G05011,2010,3,7,Arkansas,5,Pope County,115,,,,,,,,,,,,,,40780,99999,999,,,,,,,,,,,,,,Pope County,,61754
G0501170,05011,G05011,2010,3,7,Arkansas,5,Prairie County,117,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Prairie County,,8715
G0501190,05011,G05011,2010,3,7,Arkansas,5,Pulaski County,119,,,,,,,,,,,,,,30780,99999,340,,,,,,,,,,,,,,Pulaski County,,382748
G0501210,05012,G05012,2010,3,7,Arkansas,5,Randolph County,121,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Randolph County,,17969
G0501230,05012,G05012,2010,3,7,Arkansas,5,St. Francis County,123,,,,,,,,,,,,,,22620,99999,999,,,,,,,,,,,,,,St. Francis County,,28258
G0501250,05012,G05012,2010,3,7,Arkansas,5,Saline County,125,,,,,,,,,,,,,,30780,99999,340,,,,,,,,,,,,,,Saline County,,107118
G0501270,05012,G05012,2010,3,7,Arkansas,5,Scott County,127,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Scott County,,11233
G0501290,05012,G05012,2010,3,7,Arkansas,5,Searcy County,129,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Searcy County,,8195
G0501310,05013,G05013,2010,3,7,Arkansas,5,Sebastian County,131,,,,,,,,,,,,,,22900,99999,999,,,,,,,,,,,,,,Sebastian County,,125744
G0501330,05013,G05013,2010,3,7,Arkansas,5,Sevier County,133,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sevier County,,17058
G0501350,05013,G05013,2010,3,7,Arkansas,5,Sharp County,135,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sharp County,,17264
G0501370,05013,G05013,2010,3,7,Arkansas,5,Stone County,137,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Stone County,,12394
G0501390,05013,G05013,2010,3,7,Arkansas,5,Union County,139,,,,,,,,,,,,,,20980,99999,999,,,,,,,,,,,,,,Union County,,41639
G0501410,05014,G05014,2010,3,7,Arkansas,5,Van Buren County,141,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Van Buren County,,17295
G0501430,05014,G05014,2010,3,7,Arkansas,5,Washington County,143,,,,,,,,,,,,,,22220,99999,999,,,,,,,,,,,,,,Washington County,,203065
G0501450,05014,G05014,2010,3,7,Arkansas,5,White County,145,,,,,,,,,,,,,,42620,99999,340,,,,,,,,,,,,,,White County,,77076
G0501470,05014,G05014,2010,3,7,Arkansas,5,Woodruff County,147,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Woodruff County,,7260
G0501490,05014,G05014,2010,3,7,Arkansas,5,Yell County,149,,,,,,,,,,,,,,40780,99999,999,,,,,,,,,,,,,,Yell County,,22185
G0600010,06000,G06000,2010,4,9,California,6,Alameda County,1,,,,,,,,,,,,,,41860,36084,488,,,,,,,,,,,,,,Alameda County,,1510271
G0600030,06000,G06000,2010,4,9,California,6,Alpine County,3,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Alpine County,,1175
G0600050,06000,G06000,2010,4,9,California,6,Amador County,5,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Amador County,,38091
G0600070,06000,G06000,2010,4,9,California,6,Butte County,7,,,,,,,,,,,,,,17020,99999,999,,,,,,,,,,,,,,Butte County,,220000
G0600090,06000,G06000,2010,4,9,California,6,Calaveras County,9,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Calaveras County,,45578
G0600110,06001,G06001,2010,4,9,California,6,Colusa County,11,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Colusa County,,21419
G0600130,06001,G06001,2010,4,9,California,6,Contra Costa County,13,,,,,,,,,,,,,,41860,36084,488,,,,,,,,,,,,,,Contra Costa County,,1049025
G0600150,06001,G06001,2010,4,9,California,6,Del Norte County,15,,,,,,,,,,,,,,18860,99999,999,,,,,,,,,,,,,,Del Norte County,,28610
G0600170,06001,G06001,2010,4,9,California,6,El Dorado County,17,,,,,,,,,,,,,,40900,99999,472,,,,,,,,,,,,,,El Dorado County,,181058
G0600190,06001,G06001,2010,4,9,California,6,Fresno County,19,,,,,,,,,,,,,,23420,99999,260,,,,,,,,,,,,,,Fresno County,,930450
G0600210,06002,G06002,2010,4,9,California,6,Glenn County,21,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Glenn County,,28122
G0600230,06002,G06002,2010,4,9,California,6,Humboldt County,23,,,,,,,,,,,,,,21700,99999,999,,,,,,,,,,,,,,Humboldt County,,134623
G0600250,06002,G06002,2010,4,9,California,6,Imperial County,25,,,,,,,,,,,,,,20940,99999,999,,,,,,,,,,,,,,Imperial County,,174528
G0600270,06002,G06002,2010,4,9,California,6,Inyo County,27,,,,,,,,,,,,,,13860,99999,999,,,,,,,,,,,,,,Inyo County,,18546
G0600290,06002,G06002,2010,4,9,California,6,Kern County,29,,,,,,,,,,,,,,12540,99999,999,,,,,,,,,,,,,,Kern County,,839631
G0600310,06003,G06003,2010,4,9,California,6,Kings County,31,,,,,,,,,,,,,,25260,99999,999,,,,,,,,,,,,,,Kings County,,152982
G0600330,06003,G06003,2010,4,9,California,6,Lake County,33,,,,,,,,,,,,,,17340,99999,999,,,,,,,,,,,,,,Lake County,,64665
G0600350,06003,G06003,2010,4,9,California,6,Lassen County,35,,,,,,,,,,,,,,45000,99999,999,,,,,,,,,,,,,,Lassen County,,34895
G0600370,06003,G06003,2010,4,9,California,6,Los Angeles County,37,,,,,,,,,,,,,,31100,31084,348,,,,,,,,,,,,,,Los Angeles County,,9818605
G0600390,06003,G06003,2010,4,9,California,6,Madera County,39,,,,,,,,,,,,,,31460,99999,260,,,,,,,,,,,,,,Madera County,,150865
G0600410,06004,G06004,2010,4,9,California,6,Marin County,41,,,,,,,,,,,,,,41860,41884,488,,,,,,,,,,,,,,Marin County,,252409
G0600430,06004,G06004,2010,4,9,California,6,Mariposa County,43,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Mariposa County,,18251
G0600450,06004,G06004,2010,4,9,California,6,Mendocino County,45,,,,,,,,,,,,,,46380,99999,999,,,,,,,,,,,,,,Mendocino County,,87841
G0600470,06004,G06004,2010,4,9,California,6,Merced County,47,,,,,,,,,,,,,,32900,99999,999,,,,,,,,,,,,,,Merced County,,255793
G0600490,06004,G06004,2010,4,9,California,6,Modoc County,49,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Modoc County,,9686
G0600510,06005,G06005,2010,4,9,California,6,Mono County,51,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Mono County,,14202
G0600530,06005,G06005,2010,4,9,California,6,Monterey County,53,,,,,,,,,,,,,,41500,99999,999,,,,,,,,,,,,,,Monterey County,,415057
G0600550,06005,G06005,2010,4,9,California,6,Napa County,55,,,,,,,,,,,,,,34900,99999,488,,,,,,,,,,,,,,Napa County,,136484
G0600570,06005,G06005,2010,4,9,California,6,Nevada County,57,,,,,,,,,,,,,,46020,99999,472,,,,,,,,,,,,,,Nevada County,,98764
G0600590,06005,G06005,2010,4,9,California,6,Orange County,59,,,,,,,,,,,,,,31100,42044,348,,,,,,,,,,,,,,Orange County,,3010232
G0600610,06006,G06006,2010,4,9,California,6,Placer County,61,,,,,,,,,,,,,,40900,99999,472,,,,,,,,,,,,,,Placer County,,348432
G0600630,06006,G06006,2010,4,9,California,6,Plumas County,63,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Plumas County,,20007
G0600650,06006,G06006,2010,4,9,California,6,Riverside County,65,,,,,,,,,,,,,,40140,99999,348,,,,,,,,,,,,,,Riverside County,,2189641
G0600670,06006,G06006,2010,4,9,California,6,Sacramento County,67,,,,,,,,,,,,,,40900,99999,472,,,,,,,,,,,,,,Sacramento County,,1418788
G0600690,06006,G06006,2010,4,9,California,6,San Benito County,69,,,,,,,,,,,,,,41940,99999,488,,,,,,,,,,,,,,San Benito County,,55269
G0600710,06007,G06007,2010,4,9,California,6,San Bernardino County,71,,,,,,,,,,,,,,40140,99999,348,,,,,,,,,,,,,,San Bernardino County,,2035210
G0600730,06007,G06007,2010,4,9,California,6,San Diego County,73,,,,,,,,,,,,,,41740,99999,999,,,,,,,,,,,,,,San Diego County,,3095313
G0600750,06007,G06007,2010,4,9,California,6,San Francisco County,75,,,,,,,,,,,,,,41860,41884,488,,,,,,,,,,,,,,San Francisco County,,805235
G0600770,06007,G06007,2010,4,9,California,6,San Joaquin County,77,,,,,,,,,,,,,,44700,99999,999,,,,,,,,,,,,,,San Joaquin County,,685306
G0600790,06007,G06007,2010,4,9,California,6,San Luis Obispo County,79,,,,,,,,,,,,,,42020,99999,999,,,,,,,,,,,,,,San Luis Obispo County,,269637
G0600810,06008,G06008,2010,4,9,California,6,San Mateo County,81,,,,,,,,,,,,,,41860,41884,488,,,,,,,,,,,,,,San Mateo County,,718451
G0600830,06008,G06008,2010,4,9,California,6,Santa Barbara County,83,,,,,,,,,,,,,,42060,99999,999,,,,,,,,,,,,,,Santa Barbara County,,423895
G0600850,06008,G06008,2010,4,9,California,6,Santa Clara County,85,,,,,,,,,,,,,,41940,99999,488,,,,,,,,,,,,,,Santa Clara County,,1781642
G0600870,06008,G06008,2010,4,9,California,6,Santa Cruz County,87,,,,,,,,,,,,,,42100,99999,488,,,,,,,,,,,,,,Santa Cruz County,,262382
G0600890,06008,G06008,2010,4,9,California,6,Shasta County,89,,,,,,,,,,,,,,39820,99999,999,,,,,,,,,,,,,,Shasta County,,177223
G0600910,06009,G06009,2010,4,9,California,6,Sierra County,91,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sierra County,,3240
G0600930,06009,G06009,2010,4,9,California,6,Siskiyou County,93,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Siskiyou County,,44900
G0600950,06009,G06009,2010,4,9,California,6,Solano County,95,,,,,,,,,,,,,,46700,99999,488,,,,,,,,,,,,,,Solano County,,413344
G0600970,06009,G06009,2010,4,9,California,6,Sonoma County,97,,,,,,,,,,,,,,42220,99999,488,,,,,,,,,,,,,,Sonoma County,,483878
G0600990,06009,G06009,2010,4,9,California,6,Stanislaus County,99,,,,,,,,,,,,,,33700,99999,999,,,,,,,,,,,,,,Stanislaus County,,514453
G0601010,06010,G06010,2010,4,9,California,6,Sutter County,101,,,,,,,,,,,,,,49700,99999,472,,,,,,,,,,,,,,Sutter County,,94737
G0601030,06010,G06010,2010,4,9,California,6,Tehama County,103,,,,,,,,,,,,,,39780,99999,999,,,,,,,,,,,,,,Tehama County,,63463
G0601050,06010,G06010,2010,4,9,California,6,Trinity County,105,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Trinity County,,13786
G0601070,06010,G06010,2010,4,9,California,6,Tulare County,107,,,,,,,,,,,,,,47300,99999,999,,,,,,,,,,,,,,Tulare County,,442179
G0601090,06010,G06010,2010,4,9,California,6,Tuolumne County,109,,,,,,,,,,,,,,38020,99999,999,,,,,,,,,,,,,,Tuolumne County,,55365
G0601110,06011,G06011,2010,4,9,California,6,Ventura County,111,,,,,,,,,,,,,,37100,99999,348,,,,,,,,,,,,,,Ventura County,,823318
G0601130,06011,G06011,2010,4,9,California,6,Yolo County,113,,,,,,,,,,,,,,40900,99999,472,,,,,,,,,,,,,,Yolo County,,200849
G0601150,06011,G06011,2010,4,9,California,6,Yuba County,115,,,,,,,,,,,,,,49700,99999,472,,,,,,,,,,,,,,Yuba County,,72155
G0800010,08000,G08000,2010,4,8,Colorado,8,Adams County,1,,,,,,,,,,,,,,19740,99999,216,,,,,,,,,,,,,,Adams County,,441603
G0800030,08000,G08000,2010,4,8,Colorado,8,Alamosa County,3,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Alamosa County,,15445
G0800050,08000,G08000,2010,4,8,Colorado,8,Arapahoe County,5,,,,,,,,,,,,,,19740,99999,216,,,,,,,,,,,,,,Arapahoe County,,572003
G0800070,08000,G08000,2010,4,8,Colorado,8,Archuleta County,7,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Archuleta County,,12084
G0800090,08000,G08000,2010,4,8,Colorado,8,Baca County,9,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Baca County,,3788
G0800110,08001,G08001,2010,4,8,Colorado,8,Bent County,11,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Bent County,,6499
G0800130,08001,G08001,2010,4,8,Colorado,8,Boulder County,13,,,,,,,,,,,,,,14500,99999,216,,,,,,,,,,,,,,Boulder County,,294567
G0800140,08001,G08001,2010,4,8,Colorado,8,Broomfield County,14,,,,,,,,,,,,,,19740,99999,216,,,,,,,,,,,,,,Broomfield County,,55889
G0800150,08001,G08001,2010,4,8,Colorado,8,Chaffee County,15,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Chaffee County,,17809
G0800170,08001,G08001,2010,4,8,Colorado,8,Cheyenne County,17,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Cheyenne County,,1836
G0800190,08001,G08001,2010,4,8,Colorado,8,Clear Creek County,19,,,,,,,,,,,,,,19740,99999,216,,,,,,,,,,,,,,Clear Creek County,,9088
G0800210,08002,G08002,2010,4,8,Colorado,8,Conejos County,21,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Conejos County,,8256
G0800230,08002,G08002,2010,4,8,Colorado,8,Costilla County,23,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Costilla County,,3524
G0800250,08002,G08002,2010,4,8,Colorado,8,Crowley County,25,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Crowley County,,5823
G0800270,08002,G08002,2010,4,8,Colorado,8,Custer County,27,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Custer County,,4255
G0800290,08002,G08002,2010,4,8,Colorado,8,Delta County,29,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Delta County,,30952
G0800310,08003,G08003,2010,4,8,Colorado,8,Denver County,31,,,,,,,,,,,,,,19740,99999,216,,,,,,,,,,,,,,Denver County,,600158
G0800330,08003,G08003,2010,4,8,Colorado,8,Dolores County,33,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Dolores County,,2064
G0800350,08003,G08003,2010,4,8,Colorado,8,Douglas County,35,,,,,,,,,,,,,,19740,99999,216,,,,,,,,,,,,,,Douglas County,,285465
G0800370,08003,G08003,2010,4,8,Colorado,8,Eagle County,37,,,,,,,,,,,,,,20780,99999,999,,,,,,,,,,,,,,Eagle County,,52197
G0800390,08003,G08003,2010,4,8,Colorado,8,Elbert County,39,,,,,,,,,,,,,,19740,99999,216,,,,,,,,,,,,,,Elbert County,,23086
G0800410,08004,G08004,2010,4,8,Colorado,8,El Paso County,41,,,,,,,,,,,,,,17820,99999,999,,,,,,,,,,,,,,El Paso County,,622263
G0800430,08004,G08004,2010,4,8,Colorado,8,Fremont County,43,,,,,,,,,,,,,,15860,99999,999,,,,,,,,,,,,,,Fremont County,,46824
G0800450,08004,G08004,2010,4,8,Colorado,8,Garfield County,45,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Garfield County,,56389
G0800470,08004,G08004,2010,4,8,Colorado,8,Gilpin County,47,,,,,,,,,,,,,,19740,99999,216,,,,,,,,,,,,,,Gilpin County,,5441
G0800490,08004,G08004,2010,4,8,Colorado,8,Grand County,49,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Grand County,,14843
G0800510,08005,G08005,2010,4,8,Colorado,8,Gunnison County,51,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Gunnison County,,15324
G0800530,08005,G08005,2010,4,8,Colorado,8,Hinsdale County,53,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hinsdale County,,843
G0800550,08005,G08005,2010,4,8,Colorado,8,Huerfano County,55,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Huerfano County,,6711
G0800570,08005,G08005,2010,4,8,Colorado,8,Jackson County,57,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Jackson County,,1394
G0800590,08005,G08005,2010,4,8,Colorado,8,Jefferson County,59,,,,,,,,,,,,,,19740,99999,216,,,,,,,,,,,,,,Jefferson County,,534543
G0800610,08006,G08006,2010,4,8,Colorado,8,Kiowa County,61,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Kiowa County,,1398
G0800630,08006,G08006,2010,4,8,Colorado,8,Kit Carson County,63,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Kit Carson County,,8270
G0800650,08006,G08006,2010,4,8,Colorado,8,Lake County,65,,,,,,,,,,,,,,20780,99999,999,,,,,,,,,,,,,,Lake County,,7310
G0800670,08006,G08006,2010,4,8,Colorado,8,La Plata County,67,,,,,,,,,,,,,,20420,99999,999,,,,,,,,,,,,,,La Plata County,,51334
G0800690,08006,G08006,2010,4,8,Colorado,8,Larimer County,69,,,,,,,,,,,,,,22660,99999,999,,,,,,,,,,,,,,Larimer County,,299630
G0800710,08007,G08007,2010,4,8,Colorado,8,Las Animas County,71,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Las Animas County,,15507
G0800730,08007,G08007,2010,4,8,Colorado,8,Lincoln County,73,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lincoln County,,5467
G0800750,08007,G08007,2010,4,8,Colorado,8,Logan County,75,,,,,,,,,,,,,,44540,99999,999,,,,,,,,,,,,,,Logan County,,22709
G0800770,08007,G08007,2010,4,8,Colorado,8,Mesa County,77,,,,,,,,,,,,,,24300,99999,999,,,,,,,,,,,,,,Mesa County,,146723
G0800790,08007,G08007,2010,4,8,Colorado,8,Mineral County,79,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Mineral County,,712
G0800810,08008,G08008,2010,4,8,Colorado,8,Moffat County,81,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Moffat County,,13795
G0800830,08008,G08008,2010,4,8,Colorado,8,Montezuma County,83,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Montezuma County,,25535
G0800850,08008,G08008,2010,4,8,Colorado,8,Montrose County,85,,,,,,,,,,,,,,33940,99999,999,,,,,,,,,,,,,,Montrose County,,41276
G0800870,08008,G08008,2010,4,8,Colorado,8,Morgan County,87,,,,,,,,,,,,,,22820,99999,999,,,,,,,,,,,,,,Morgan County,,28159
G0800890,08008,G08008,2010,4,8,Colorado,8,Otero County,89,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Otero County,,18831
G0800910,08009,G08009,2010,4,8,Colorado,8,Ouray County,91,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Ouray County,,4436
G0800930,08009,G08009,2010,4,8,Colorado,8,Park County,93,,,,,,,,,,,,,,19740,99999,216,,,,,,,,,,,,,,Park County,,16206
G0800950,08009,G08009,2010,4,8,Colorado,8,Phillips County,95,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Phillips County,,4442
G0800970,08009,G08009,2010,4,8,Colorado,8,Pitkin County,97,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Pitkin County,,17148
G0800990,08009,G08009,2010,4,8,Colorado,8,Prowers County,99,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Prowers County,,12551
G0801010,08010,G08010,2010,4,8,Colorado,8,Pueblo County,101,,,,,,,,,,,,,,39380,99999,999,,,,,,,,,,,,,,Pueblo County,,159063
G0801030,08010,G08010,2010,4,8,Colorado,8,Rio Blanco County,103,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Rio Blanco County,,6666
G0801050,08010,G08010,2010,4,8,Colorado,8,Rio Grande County,105,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Rio Grande County,,11982
G0801070,08010,G08010,2010,4,8,Colorado,8,Routt County,107,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Routt County,,23509
G0801090,08010,G08010,2010,4,8,Colorado,8,Saguache County,109,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Saguache County,,6108
G0801110,08011,G08011,2010,4,8,Colorado,8,San Juan County,111,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,San Juan County,,699
G0801130,08011,G08011,2010,4,8,Colorado,8,San Miguel County,113,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,San Miguel County,,7359
G0801150,08011,G08011,2010,4,8,Colorado,8,Sedgwick County,115,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sedgwick County,,2379
G0801170,08011,G08011,2010,4,8,Colorado,8,Summit County,117,,,,,,,,,,,,,,43540,99999,999,,,,,,,,,,,,,,Summit County,,27994
G0801190,08011,G08011,2010,4,8,Colorado,8,Teller County,119,,,,,,,,,,,,,,17820,99999,999,,,,,,,,,,,,,,Teller County,,23350
G0801210,08012,G08012,2010,4,8,Colorado,8,Washington County,121,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Washington County,,4814
G0801230,08012,G08012,2010,4,8,Colorado,8,Weld County,123,,,,,,,,,,,,,,24540,99999,216,,,,,,,,,,,,,,Weld County,,252825
G0801250,08012,G08012,2010,4,8,Colorado,8,Yuma County,125,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Yuma County,,10043
G0900010,09000,G09000,2010,1,1,Connecticut,9,Fairfield County,1,,,,,,,,,,,,,,14860,99999,408,,,,,,,,,,,,,,Fairfield County,,916829
G0900030,09000,G09000,2010,1,1,Connecticut,9,Hartford County,3,,,,,,,,,,,,,,25540,99999,278,,,,,,,,,,,,,,Hartford County,,894014
G0900050,09000,G09000,2010,1,1,Connecticut,9,Litchfield County,5,,,,,,,,,,,,,,45860,99999,408,,,,,,,,,,,,,,Litchfield County,,189927
G0900070,09000,G09000,2010,1,1,Connecticut,9,Middlesex County,7,,,,,,,,,,,,,,25540,99999,278,,,,,,,,,,,,,,Middlesex County,,165676
G0900090,09000,G09000,2010,1,1,Connecticut,9,New Haven County,9,,,,,,,,,,,,,,35300,99999,408,,,,,,,,,,,,,,New Haven County,,862477
G0900110,09001,G09001,2010,1,1,Connecticut,9,New London County,11,,,,,,,,,,,,,,35980,99999,999,,,,,,,,,,,,,,New London County,,274055
G0900130,09001,G09001,2010,1,1,Connecticut,9,Tolland County,13,,,,,,,,,,,,,,25540,99999,278,,,,,,,,,,,,,,Tolland County,,152691
G0900150,09001,G09001,2010,1,1,Connecticut,9,Windham County,15,,,,,,,,,,,,,,48740,99999,278,,,,,,,,,,,,,,Windham County,,118428
G1000010,10000,G10000,2010,3,5,Delaware,10,Kent County,1,,,,,,,,,,,,,,20100,99999,999,,,,,,,,,,,,,,Kent County,,162310
G1000030,10000,G10000,2010,3,5,Delaware,10,New Castle County,3,,,,,,,,,,,,,,37980,48864,428,,,,,,,,,,,,,,New Castle County,,538479
G1000050,10000,G10000,2010,3,5,Delaware,10,Sussex County,5,,,,,,,,,,,,,,42580,99999,999,,,,,,,,,,,,,,Sussex County,,197145
G1100010,11000,G11000,2010,3,5,District Of Columbia,11,District Of Columbia,1,,,,,,,,,,,,,,47900,47894,548,,,,,,,,,,,,,,District of Columbia,,601723
G1200010,12000,G12000,2010,3,5,Florida,12,Alachua County,1,,,,,,,,,,,,,,23540,99999,999,,,,,,,,,,,,,,Alachua County,,247336
G1200030,12000,G12000,2010,3,5,Florida,12,Baker County,3,,,,,,,,,,,,,,27260,99999,999,,,,,,,,,,,,,,Baker County,,27115
G1200050,12000,G12000,2010,3,5,Florida,12,Bay County,5,,,,,,,,,,,,,,37460,99999,999,,,,,,,,,,,,,,Bay County,,168852
G1200070,12000,G12000,2010,3,5,Florida,12,Bradford County,7,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Bradford County,,28520
G1200090,12000,G12000,2010,3,5,Florida,12,Brevard County,9,,,,,,,,,,,,,,37340,99999,999,,,,,,,,,,,,,,Brevard County,,543376
G1200110,12001,G12001,2010,3,5,Florida,12,Broward County,11,,,,,,,,,,,,,,33100,22744,999,,,,,,,,,,,,,,Broward County,,1748066
G1200130,12001,G12001,2010,3,5,Florida,12,Calhoun County,13,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Calhoun County,,14625
G1200150,12001,G12001,2010,3,5,Florida,12,Charlotte County,15,,,,,,,,,,,,,,39460,99999,494,,,,,,,,,,,,,,Charlotte County,,159978
G1200170,12001,G12001,2010,3,5,Florida,12,Citrus County,17,,,,,,,,,,,,,,26140,99999,999,,,,,,,,,,,,,,Citrus County,,141236
G1200190,12001,G12001,2010,3,5,Florida,12,Clay County,19,,,,,,,,,,,,,,27260,99999,999,,,,,,,,,,,,,,Clay County,,190865
G1200210,12002,G12002,2010,3,5,Florida,12,Collier County,21,,,,,,,,,,,,,,34940,99999,999,,,,,,,,,,,,,,Collier County,,321520
G1200230,12002,G12002,2010,3,5,Florida,12,Columbia County,23,,,,,,,,,,,,,,29380,99999,999,,,,,,,,,,,,,,Columbia County,,67531
G1200270,12002,G12002,2010,3,5,Florida,12,DeSoto County,27,,,,,,,,,,,,,,11580,99999,999,,,,,,,,,,,,,,DeSoto County,,34862
G1200290,12002,G12002,2010,3,5,Florida,12,Dixie County,29,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Dixie County,,16422
G1200310,12003,G12003,2010,3,5,Florida,12,Duval County,31,,,,,,,,,,,,,,27260,99999,999,,,,,,,,,,,,,,Duval County,,864263
